Geneid,Auxin1,Auxin2,Control1,Control2
FBgn0004432,1323,1270,1317,1388
FBgn0030738,450,493,494,522
FBgn0030734,472,506,345,376
FBgn0040207,203,214,206,228
FBgn0030729,19,21,16,21
FBgn0003933,2723,2757,2879,3090
FBgn0004598,903,829,939,888
FBgn0030745,328,354,317,336
FBgn0004367,469,465,388,413
FBgn0030747,164,219,176,276
FBgn0030748,302,437,258,356
FBgn0030753,579,665,551,541
FBgn0026181,794,863,770,833
FBgn0030752,1653,1688,1436,1514
FBgn0030749,2459,2683,2702,3168
FBgn0030746,28,47,33,39
FBgn0010416,229,285,238,262
FBgn0030744,231,240,204,221
FBgn0010412,667,645,1194,1181
FBgn0030766,1708,1798,1762,1842
FBgn0052573,0,0,0,0
FBgn0030776,0,0,0,1
FBgn0030780,3,3,0,2
FBgn0052572,22,17,29,15
FBgn0052571,3,4,8,5
FBgn0052570,15,23,18,20
FBgn0052569,0,0,0,0
FBgn0052574,2,0,0,1
FBgn0030786,407,464,346,409
FBgn0030788,528,554,502,479
FBgn0030790,576,660,556,666
FBgn0030792,282,301,247,316
FBgn0030794,141,165,150,162
FBgn0030795,64,58,50,55
FBgn0030796,469,528,397,450
FBgn0030799,127,143,83,103
FBgn0030801,286,311,257,319
FBgn0030803,335,333,284,306
FBgn0030804,0,2,1,0
FBgn0027556,144,163,144,222
FBgn0053252,1,1,1,2
FBgn0030802,368,416,304,382
FBgn0030800,343,327,334,397
FBgn0030798,23,39,28,34
FBgn0030797,4,6,5,7
FBgn0030793,224,194,160,203
FBgn0030791,375,407,390,413
FBgn0030789,146,186,150,162
FBgn0030787,339,383,315,356
FBgn0001250,681,824,548,649
FBgn0027528,10,11,16,11
FBgn0030777,0,1,0,0
FBgn0030775,0,0,0,0
FBgn0030774,1,1,0,0
FBgn0030773,0,0,0,0
FBgn0030770,56,29,42,27
FBgn0030769,13,3,8,8
FBgn0015336,1,1,3,1
FBgn0030768,328,385,300,306
FBgn0030808,2449,2574,2566,2902
FBgn0030813,400,449,406,516
FBgn0030814,18,16,17,16
FBgn0030816,4,9,3,2
FBgn0030817,9,6,3,5
FBgn0000163,1389,1425,1528,1687
FBgn0030824,2,1,2,1
FBgn0052564,0,0,0,0
FBgn0052563,0,0,1,0
FBgn0030828,1,2,0,2
FBgn0030829,0,0,0,1
FBgn0030830,0,0,0,0
FBgn0030832,0,0,0,0
FBgn0003057,0,0,0,0
FBgn0030826,0,0,0,0
FBgn0030823,0,0,0,0
FBgn0002590,1245,1325,1445,1536
FBgn0065032,191,227,200,246
FBgn0030815,0,1,2,0
FBgn0030812,954,1038,1032,987
FBgn0030809,1009,1054,973,1004
FBgn0030807,0,0,0,0
FBgn0030806,160,204,213,187
FBgn0030805,76,77,85,88
FBgn0030838,654,714,583,713
FBgn0004854,29,20,21,16
FBgn0011758,27,33,38,42
FBgn0030839,239,209,53,70
FBgn0030841,88,71,57,34
FBgn0030840,1,1,2,0
FBgn0040877,0,0,0,0
FBgn0027602,235,208,258,222
FBgn0024238,2312,2433,2575,2723
FBgn0030837,0,1,6,1
FBgn0030836,19,16,12,12
FBgn0030834,252,248,234,305
FBgn0030833,314,336,353,361
FBgn0030847,352,396,356,371
FBgn0030846,3,3,0,2
FBgn0026313,483,512,477,558
FBgn0030853,124,150,132,119
FBgn0030855,459,509,448,512
FBgn0026192,475,530,486,530
FBgn0024184,28,19,21,28
FBgn0026058,0,0,1,0
FBgn0030870,54,38,35,22
FBgn0000617,232,312,251,276
FBgn0030872,250,274,256,295
FBgn0052557,64,85,56,68
FBgn0052554,42,30,42,43
FBgn0030873,208,231,199,226
FBgn0030871,96,115,103,99
FBgn0030869,731,784,755,842
FBgn0030868,0,1,0,1
FBgn0030864,214,204,203,201
FBgn0030859,1,3,2,6
FBgn0030858,677,700,690,857
FBgn0026375,941,991,933,1015
FBgn0030854,685,729,628,612
FBgn0030851,136,112,122,105
FBgn0030850,666,731,769,924
FBgn0028343,791,893,769,895
FBgn0030876,209,254,175,203
FBgn0030878,432,464,383,499
FBgn0030881,1,2,5,3
FBgn0030880,71,67,65,64
FBgn0030882,1422,1833,1442,1825
FBgn0052496,68,65,66,64
FBgn0030884,1771,2076,2056,2371
FBgn0030889,0,0,0,0
FBgn0030891,940,970,957,1003
FBgn0021765,1078,1205,990,1203
FBgn0030893,2799,3177,2323,3051
FBgn0022724,434,439,376,440
FBgn0030895,39,44,43,51
FBgn0052553,0,1,0,0
FBgn0030894,973,1056,968,963
FBgn0030890,1166,1104,1210,1269
FBgn0030886,12,11,11,16
FBgn0030883,82,90,79,89
FBgn0030877,351,404,339,437
FBgn0083228,16,32,18,21
FBgn0030900,0,0,3,0
FBgn0030911,28,31,27,28
FBgn0030914,3,2,2,4
FBgn0030915,152,163,148,190
FBgn0022355,167,169,105,111
FBgn0030918,0,1,1,2
FBgn0030921,0,0,0,0
FBgn0052551,0,0,0,0
FBgn0052548,29,13,31,28
FBgn0052549,1818,2031,1986,2140
FBgn0008635,901,1023,992,1374
FBgn0004957,178,197,164,201
FBgn0030913,9,13,12,14
FBgn0030912,54,57,112,104
FBgn0004956,33,44,28,22
FBgn0030905,0,1,0,0
FBgn0030904,208,251,261,273
FBgn0030899,0,0,0,0
FBgn0030931,47,60,44,40
FBgn0027087,893,931,1106,1220
FBgn0030938,18,15,5,3
FBgn0052546,6822,8077,8292,9560
FBgn0030943,297,307,265,286
FBgn0001079,746,728,583,601
FBgn0004959,0,1,0,0
FBgn0030949,1,0,0,0
FBgn0030952,0,0,0,0
FBgn0030951,0,0,0,0
FBgn0010383,25,26,103,76
FBgn0030947,10,10,0,0
FBgn0030946,761,817,517,610
FBgn0030945,450,560,386,435
FBgn0030944,312,344,257,255
FBgn0027335,2713,3062,2025,2335
FBgn0030941,4464,4691,3647,4017
FBgn0030940,5,2,1,3
FBgn0030937,0,0,0,0
FBgn0030936,0,0,0,0
FBgn0030933,6,1,3,6
FBgn0030932,73,103,44,54
FBgn0010194,450,457,395,390
FBgn0030930,490,486,489,616
FBgn0030929,89,78,83,70
FBgn0030928,31,31,60,28
FBgn0030927,28,35,85,80
FBgn0030926,2,3,3,2
FBgn0030925,29,37,76,76
FBgn0030955,2525,2718,3053,3351
FBgn0030958,106,135,116,113
FBgn0030960,112,133,100,99
FBgn0030961,40,65,54,50
FBgn0030963,413,387,367,380
FBgn0030964,494,586,824,843
FBgn0030969,210,221,239,265
FBgn0052544,30,48,38,34
FBgn0030973,404,422,454,434
FBgn0030975,20,25,11,16
FBgn0030976,113,141,147,143
FBgn0030974,398,441,412,473
FBgn0030970,539,544,514,508
FBgn0030968,22,13,7,3
FBgn0030966,71,89,85,104
FBgn0001090,32,14,34,21
FBgn0030959,832,867,839,935
FBgn0030956,877,933,903,964
FBgn0030954,187,211,112,162
FBgn0030979,0,0,0,0
FBgn0030980,0,0,0,0
FBgn0030981,0,0,0,0
FBgn0030991,469,505,448,465
FBgn0030992,92,83,72,61
FBgn0030993,2090,2631,2472,2843
FBgn0030994,216,316,228,271
FBgn0030996,414,508,417,442
FBgn0030999,0,1,2,0
FBgn0031000,0,0,0,0
FBgn0031001,15,26,36,41
FBgn0031003,469,556,563,639
FBgn0031005,12,5,13,8
FBgn0040068,995,1011,880,913
FBgn0031012,390,484,202,250
FBgn0031011,1579,1747,1536,1674
FBgn0031010,7,6,9,4
FBgn0052536,217,243,215,226
FBgn0052537,245,236,237,268
FBgn0031008,196,257,202,238
FBgn0031006,1370,1487,1399,1493
FBgn0031004,0,1,0,0
FBgn0031002,137,137,110,129
FBgn0030998,1,0,0,0
FBgn0027603,720,800,740,742
FBgn0030997,104,88,79,75
FBgn0030995,212,257,266,278
FBgn0030990,599,651,558,639
FBgn0030989,47,53,37,38
FBgn0030985,264,332,300,391
FBgn0030983,3,2,1,0
FBgn0030982,1,0,0,0
FBgn0031018,27,29,106,88
FBgn0031020,795,920,814,982
FBgn0031021,132,160,106,143
FBgn0027621,983,1131,1155,1217
FBgn0031023,896,918,779,751
FBgn0000257,295,314,250,275
FBgn0031032,1,0,0,0
FBgn0031034,1,1,1,0
FBgn0031037,1864,1964,2029,2048
FBgn0031040,166,182,171,216
FBgn0031044,260,272,233,252
FBgn0031045,79,76,78,91
FBgn0031047,827,945,720,841
FBgn0031049,711,739,658,696
FBgn0031052,1163,1370,1107,1232
FBgn0031054,790,876,749,823
FBgn0004057,476,602,524,587
FBgn0031057,913,1056,997,1095
FBgn0010341,760,896,781,841
FBgn0031059,412,416,318,370
FBgn0031058,5,10,4,5
FBgn0043903,753,929,884,910
FBgn0031055,156,225,189,246
FBgn0031053,195,174,141,139
FBgn0031051,1492,1636,1241,1491
FBgn0031050,284,338,294,351
FBgn0031048,850,1047,560,740
FBgn0031043,189,224,182,222
FBgn0031042,79,71,72,57
FBgn0031036,248,242,264,261
FBgn0031033,1,0,1,1
FBgn0031031,1,0,1,0
FBgn0031030,1197,1296,1180,1188
FBgn0026430,516,508,458,539
FBgn0052532,85,82,110,105
FBgn0031026,4,5,7,7
FBgn0027291,322,373,339,401
FBgn0040890,238,268,226,255
FBgn0031022,249,283,238,267
FBgn0020261,658,689,635,665
FBgn0044030,172,186,149,152
FBgn0052533,231,257,216,264
FBgn0031062,403,450,430,448
FBgn0031064,19,14,20,15
FBgn0010380,607,671,574,654
FBgn0031065,19,13,24,19
FBgn0052528,401,477,398,539
FBgn0031068,557,635,380,451
FBgn0031069,1653,1892,1885,2148
FBgn0026174,3,11,14,6
FBgn0026175,9,14,13,9
FBgn0031078,2037,1877,1732,1815
FBgn0031077,1281,1369,1311,1494
FBgn0031074,11,11,14,13
FBgn0031070,245,206,192,195
FBgn0042132,347,348,385,387
FBgn0040089,646,673,650,709
FBgn0031061,298,313,302,331
FBgn0031060,336,452,398,463
FBgn0031066,133,133,118,133
FBgn0036936,0,0,0,0
FBgn0005198,471,514,434,520
FBgn0036945,44,40,36,49
FBgn0036950,6,5,10,7
FBgn0036953,3,3,1,1
FBgn0036956,64,71,61,60
FBgn0036959,30,15,35,28
FBgn0024814,842,995,769,835
FBgn0052228,1,0,0,0
FBgn0036967,306,305,265,258
FBgn0036969,3,5,2,8
FBgn0036972,28,22,31,42
FBgn0052225,1,0,1,0
FBgn0036964,134,153,102,95
FBgn0052227,48,56,50,60
FBgn0036962,11,7,9,12
FBgn0036958,1217,1320,1054,1107
FBgn0036952,0,2,5,1
FBgn0036951,4,3,5,8
FBgn0052224,1,2,22,20
FBgn0036949,1,0,1,3
FBgn0036948,0,0,2,0
FBgn0036947,1,1,2,1
FBgn0036942,46,37,30,31
FBgn0036941,0,0,0,0
FBgn0036940,0,3,1,0
FBgn0036939,15,13,7,11
FBgn0036938,0,0,0,0
FBgn0036937,0,0,0,0
FBgn0036935,74,88,54,47
FBgn0036934,814,1115,591,648
FBgn0036932,331,347,274,310
FBgn0036909,267,311,231,275
FBgn0024889,424,484,389,468
FBgn0052221,307,355,278,282
FBgn0001324,1003,1139,903,981
FBgn0020389,734,878,674,815
FBgn0036913,672,774,721,827
FBgn0036915,455,530,417,516
FBgn0028695,1270,1621,1040,1216
FBgn0036918,872,916,738,737
FBgn0036919,803,877,752,842
FBgn0036921,702,706,694,578
FBgn0004852,1879,2103,2310,2566
FBgn0036923,7,2,1,2
FBgn0036925,11,21,10,14
FBgn0036926,71,72,64,74
FBgn0013303,50,61,48,59
FBgn0036928,665,677,586,604
FBgn0036929,759,860,648,786
FBgn0036931,90,115,76,90
FBgn0036927,22,26,31,21
FBgn0005633,0,1,1,2
FBgn0052220,0,0,1,1
FBgn0036924,0,0,2,0
FBgn0036922,506,594,485,513
FBgn0052219,0,0,0,1
FBgn0036920,193,235,162,215
FBgn0020887,489,530,416,427
FBgn0014037,3212,3518,2981,3299
FBgn0003744,733,911,712,686
FBgn0023094,355,417,348,378
FBgn0036910,22,12,18,26
FBgn0040786,30,34,24,29
FBgn0036908,239,276,205,194
FBgn0036906,160,151,121,145
FBgn0036880,0,1,0,1
FBgn0036881,0,1,1,1
FBgn0260461,0,0,0,0
FBgn0036886,674,683,595,682
FBgn0036888,814,888,656,805
FBgn0010417,294,358,301,313
FBgn0036890,45,37,31,35
FBgn0036891,888,1000,620,712
FBgn0036893,247,252,167,207
FBgn0029094,1055,1236,735,739
FBgn0036895,43,42,30,23
FBgn0004623,0,1,5,1
FBgn0036905,0,1,0,0
FBgn0036899,65,60,70,57
FBgn0022774,925,1855,1493,2373
FBgn0036897,571,571,486,499
FBgn0036896,5453,5970,5417,6387
FBgn0036892,1053,1161,884,1011
FBgn0020277,56,49,18,24
FBgn0005386,887,921,712,731
FBgn0036889,160,203,137,140
FBgn0036887,365,454,319,347
FBgn0005564,42,59,26,40
FBgn0036882,0,0,0,0
FBgn0040075,279,296,249,250
FBgn0036856,0,0,0,0
FBgn0036859,7,1,4,1
FBgn0036860,8,6,1,2
FBgn0028380,1681,1791,1594,1699
FBgn0036868,0,0,0,0
FBgn0053255,2,1,9,6
FBgn0052205,533,629,397,478
FBgn0003089,2,0,0,0
FBgn0036862,1266,1524,997,1158
FBgn0036861,4,0,0,1
FBgn0036858,0,0,0,0
FBgn0036857,899,805,2666,2829
FBgn0017578,286,346,347,320
FBgn0026630,887,910,840,916
FBgn0036853,255,318,266,277
FBgn0036834,1532,1628,1820,2159
FBgn0036835,0,1,2,0
FBgn0036843,120,142,103,103
FBgn0036846,145,160,157,167
FBgn0036849,58,60,43,33
FBgn0016797,1017,1409,1154,1138
FBgn0052203,0,0,0,0
FBgn0036851,1,0,2,2
FBgn0036850,302,364,272,322
FBgn0036848,890,972,632,639
FBgn0036847,411,475,417,510
FBgn0036844,3518,3620,3382,3465
FBgn0036842,852,955,840,981
FBgn0015586,0,2,2,3
FBgn0002945,4291,4472,3987,4189
FBgn0036839,131,135,261,321
FBgn0036838,451,496,398,465
FBgn0036837,2432,2416,2746,3116
FBgn0036836,44,46,40,43
FBgn0052204,0,3,4,3
FBgn0036833,0,0,0,0
FBgn0036801,4350,4336,5476,6126
FBgn0040323,337,394,336,429
FBgn0036807,0,0,0,0
FBgn0036810,0,0,1,0
FBgn0036811,234,264,191,201
FBgn0036813,993,1066,814,917
FBgn0036815,871,761,532,479
FBgn0052027,467,595,344,401
FBgn0036817,3,1,2,1
FBgn0036818,303,339,285,236
FBgn0036819,117,114,91,93
FBgn0036820,98,93,77,101
FBgn0014075,1184,1299,906,1117
FBgn0036822,1,5,0,3
FBgn0036825,876,947,935,1006
FBgn0036827,293,338,264,276
FBgn0036828,858,968,763,750
FBgn0036831,0,0,0,0
FBgn0036832,0,0,0,0
FBgn0036830,0,0,0,0
FBgn0036829,0,0,0,1
FBgn0027057,391,485,371,358
FBgn0036826,218,289,199,186
FBgn0036824,3024,3490,3571,3487
FBgn0036821,5120,4905,4868,5576
FBgn0025807,223,231,199,189
FBgn0036816,4209,4880,3404,3738
FBgn0036814,810,994,616,623
FBgn0001078,2847,3369,3035,3336
FBgn0036812,550,627,495,548
FBgn0036809,15,10,11,9
FBgn0036808,0,0,0,0
FBgn0036806,78,86,27,36
FBgn0036805,713,849,689,754
FBgn0036804,246,300,226,294
FBgn0040322,1118,1265,1237,1262
FBgn0042134,2273,2444,2271,2350
FBgn0052198,0,0,0,0
FBgn0036791,0,0,1,2
FBgn0036795,0,0,0,0
FBgn0036796,0,0,0,0
FBgn0052201,0,0,0,0
FBgn0052199,0,0,0,0
FBgn0052200,7496,8836,8935,10461
FBgn0013717,228,278,239,270
FBgn0003683,0,0,1,2
FBgn0028416,0,0,0,0
FBgn0028415,0,0,0,0
FBgn0036787,29,37,14,20
FBgn0052196,64,94,57,78
FBgn0036786,39,40,43,50
FBgn0011706,1539,1649,1737,1711
FBgn0036774,225,307,177,241
FBgn0002901,214,275,170,221
FBgn0036777,10,12,7,4
FBgn0052195,506,899,498,765
FBgn0020300,1419,1691,1276,1402
FBgn0036780,0,0,1,0
FBgn0036782,0,0,4,6
FBgn0015946,4,7,7,5
FBgn0036785,0,0,1,0
FBgn0036784,0,0,0,0
FBgn0003997,986,1045,1540,1545
FBgn0036781,0,0,1,1
FBgn0036778,0,2,0,0
FBgn0036775,472,547,466,523
FBgn0036773,393,522,409,504
FBgn0052194,1,4,1,1
FBgn0001134,2,1,1,2
FBgn0036763,210,201,152,188
FBgn0036765,2528,2672,4036,4504
FBgn0036768,20,20,26,15
FBgn0036771,505,532,490,557
FBgn0052192,1,1,0,0
FBgn0000568,19329,20182,18102,19641
FBgn0036772,879,948,762,802
FBgn0036770,5241,5646,6301,7035
FBgn0036769,214,329,273,320
FBgn0036767,0,0,0,0
FBgn0036766,1,1,2,1
FBgn0036764,1899,2145,2555,2627
FBgn0036761,1778,1928,1832,2026
FBgn0036760,153,169,153,128
FBgn0036759,337,433,338,449
FBgn0052189,1,1,4,3
FBgn0052188,1,2,4,3
FBgn0036757,0,0,0,0
FBgn0036756,13,9,1,5
FBgn0052191,103,108,45,56
FBgn0052187,2,2,2,1
FBgn0036754,380,421,306,326
FBgn0052190,963,1195,607,728
FBgn0036732,4338,4474,4577,5127
FBgn0052185,39,39,43,44
FBgn0036734,1156,1217,960,1152
FBgn0036738,5,5,2,2
FBgn0036741,1907,2032,1426,1627
FBgn0036742,35,33,21,27
FBgn0036745,294,325,224,227
FBgn0052183,8,6,5,4
FBgn0036749,1776,1957,1753,1853
FBgn0052182,17,21,14,18
FBgn0052181,10,11,12,15
FBgn0036752,71,83,68,63
FBgn0043025,41,49,45,49
FBgn0036751,6,7,5,7
FBgn0036750,0,0,0,0
FBgn0036747,0,0,0,0
FBgn0036746,784,950,613,543
FBgn0052179,87,99,60,71
FBgn0004401,2329,2654,1750,1683
FBgn0036740,563,781,495,477
FBgn0023197,8,27,10,18
FBgn0036735,1252,1446,1055,1108
FBgn0036733,592,646,529,590
FBgn0052177,157,155,110,106
FBgn0036703,0,0,1,0
FBgn0036705,0,0,0,0
FBgn0036707,0,0,0,1
FBgn0036714,389,376,314,318
FBgn0015550,3,1,0,2
FBgn0040793,352,475,325,359
FBgn0036725,4,12,6,4
FBgn0036726,415,480,398,396
FBgn0036727,36,30,46,35
FBgn0036728,609,722,531,666
FBgn0036730,294,316,240,231
FBgn0036731,3,5,8,5
FBgn0036729,43,63,44,55
FBgn0036723,1,0,1,0
FBgn0052174,9,6,7,8
FBgn0042641,0,0,0,0
FBgn0053052,356,325,320,334
FBgn0053051,76,66,64,62
FBgn0027660,2952,3609,2978,3532
FBgn0026197,2,7,13,12
FBgn0036717,0,0,0,0
FBgn0036716,6,5,2,5
FBgn0036715,0,0,1,3
FBgn0036712,0,0,0,0
FBgn0036711,0,0,0,2
FBgn0052173,10423,11997,12412,14198
FBgn0036710,421,421,374,427
FBgn0036709,1,0,0,2
FBgn0036708,0,0,0,1
FBgn0036706,0,0,0,0
FBgn0036704,0,0,0,0
FBgn0036702,1594,1763,1232,1368
FBgn0052170,232,247,159,154
FBgn0036676,12,9,10,13
FBgn0010352,3954,4305,3925,4547
FBgn0036686,572,696,589,649
FBgn0036688,442,541,363,418
FBgn0036691,237,226,177,189
FBgn0036695,288,356,280,285
FBgn0036697,1596,1666,975,1052
FBgn0036698,61,64,14,21
FBgn0036696,157,195,130,166
FBgn0036690,58,55,65,64
FBgn0011293,0,0,0,0
FBgn0036687,0,1,0,1
FBgn0036684,2200,2243,2236,2379
FBgn0036679,0,3,0,0
FBgn0036678,0,0,0,0
FBgn0036677,0,2,0,2
FBgn0028693,562,623,445,534
FBgn0052163,423,474,318,371
FBgn0042178,530,467,458,516
FBgn0042177,649,630,546,645
FBgn0025558,288,341,252,355
FBgn0041721,2879,2728,2584,2834
FBgn0036652,0,1,1,0
FBgn0036654,14,15,3,4
FBgn0000414,907,1017,935,1074
FBgn0036655,10,5,6,9
FBgn0043577,0,0,0,0
FBgn0036659,2,5,1,3
FBgn0004108,1452,1746,1481,1660
FBgn0036661,1260,1518,1072,1126
FBgn0036662,306,328,304,336
FBgn0021768,235,316,215,241
FBgn0036666,1234,1369,1062,1172
FBgn0036668,621,658,557,610
FBgn0052161,108,128,99,103
FBgn0003410,732,871,722,704
FBgn0036670,12,9,8,14
FBgn0036671,321,418,316,379
FBgn0003250,7,12,4,10
FBgn0036667,311,409,322,327
FBgn0036665,9,16,19,25
FBgn0036663,6764,7489,6224,6504
FBgn0025582,919,1046,869,1070
FBgn0004556,302,344,323,292
FBgn0043578,80,89,44,39
FBgn0036656,0,0,1,0
FBgn0063485,0,0,0,0
FBgn0040512,757,885,784,837
FBgn0010223,1324,1308,1331,1263
FBgn0000017,8875,9486,7852,8650
FBgn0017572,522,580,383,395
FBgn0004465,490,552,436,493
FBgn0002284,852,978,704,857
FBgn0036648,613,648,467,571
FBgn0027500,1137,998,996,986
FBgn0036643,255,264,180,226
FBgn0036601,1,0,1,1
FBgn0052160,0,0,2,2
FBgn0042201,0,0,0,1
FBgn0036606,0,0,0,0
FBgn0036610,0,0,0,0
FBgn0053061,0,0,1,0
FBgn0053060,0,0,0,0
FBgn0040074,0,0,0,0
FBgn0040794,0,0,0,0
FBgn0036612,39,25,71,69
FBgn0053257,0,0,0,0
FBgn0052357,6162,6475,6871,6431
FBgn0036617,3,1,1,1
FBgn0036618,2,1,0,0
FBgn0036620,98,151,36,42
FBgn0042137,1,3,1,2
FBgn0036624,608,715,566,659
FBgn0036627,42,45,65,58
FBgn0028399,369,485,310,350
FBgn0053158,401,465,312,294
FBgn0003515,16,17,13,17
FBgn0036639,0,0,0,0
FBgn0036641,385,444,334,363
FBgn0026061,97,89,71,72
FBgn0036638,0,0,0,0
FBgn0004569,4423,4504,3904,3799
FBgn0027080,514,543,422,468
FBgn0036629,44,55,37,60
FBgn0036623,585,624,526,526
FBgn0036622,18,20,21,15
FBgn0036621,1066,1260,922,1059
FBgn0036619,5,4,3,2
FBgn0011693,15,20,2,6
FBgn0036614,181,222,216,192
FBgn0036608,0,0,0,0
FBgn0036605,0,0,0,0
FBgn0036602,0,0,0,0
FBgn0036600,0,1,1,2
FBgn0044028,949,1005,1084,1138
FBgn0036560,24,25,33,29
FBgn0005536,4562,4908,4060,4190
FBgn0036563,9,13,15,17
FBgn0036566,644,681,585,675
FBgn0036568,19,12,16,10
FBgn0036569,186,226,143,154
FBgn0010280,3016,3076,2727,2894
FBgn0036571,284,313,227,250
FBgn0011016,1334,1519,1264,1433
FBgn0052153,5870,6233,6473,6095
FBgn0036579,188,261,170,178
FBgn0036581,113,127,84,87
FBgn0036585,0,0,0,0
FBgn0036586,1,0,0,0
FBgn0040798,0,0,0,0
FBgn0036588,0,0,0,0
FBgn0036589,0,0,0,0
FBgn0040797,0,0,0,0
FBgn0036590,0,0,0,0
FBgn0036598,0,0,0,0
FBgn0036597,0,0,0,0
FBgn0036596,0,0,1,0
FBgn0036595,6,9,3,9
FBgn0036594,0,1,0,1
FBgn0036593,0,0,0,0
FBgn0036592,0,0,0,0
FBgn0036591,0,0,0,0
FBgn0036587,0,0,1,1
FBgn0040801,0,0,0,1
FBgn0036584,1,0,1,0
FBgn0036583,13,19,14,14
FBgn0036580,505,609,485,507
FBgn0036577,5,8,3,1
FBgn0036576,6166,6388,5401,5579
FBgn0052152,0,0,0,0
FBgn0036575,111,135,37,39
FBgn0003076,369,524,269,347
FBgn0036570,264,266,214,201
FBgn0036567,0,0,0,1
FBgn0036565,322,302,238,267
FBgn0036531,0,0,0,1
FBgn0036532,0,1,0,2
FBgn0015025,197,203,144,150
FBgn0040230,794,872,783,895
FBgn0036536,281,320,241,287
FBgn0036545,952,1060,686,764
FBgn0036547,66,65,54,54
FBgn0036549,488,609,482,530
FBgn0036550,0,1,1,0
FBgn0036551,118,167,73,83
FBgn0036552,40,53,17,14
FBgn0036553,8,19,3,6
FBgn0000115,229,255,207,277
FBgn0036557,365,380,346,375
FBgn0036556,1255,1484,1355,1346
FBgn0000212,701,782,644,702
FBgn0000489,623,663,562,525
FBgn0052150,1,0,0,1
FBgn0036538,272,304,239,241
FBgn0036537,428,504,423,452
FBgn0036498,0,0,0,0
FBgn0036499,0,0,0,1
FBgn0036500,228,265,213,231
FBgn0036501,1748,1994,1628,1741
FBgn0000565,1927,2256,1908,1496
FBgn0036504,51,62,32,37
FBgn0004396,4005,4069,3811,3897
FBgn0036510,537,565,408,450
FBgn0036512,364,389,302,330
FBgn0036514,326,402,292,305
FBgn0036515,404,384,316,351
FBgn0036518,4287,4732,4406,4761
FBgn0036522,1111,1123,991,1049
FBgn0004589,0,0,0,0
FBgn0004591,0,0,0,0
FBgn0004594,0,0,0,0
FBgn0014849,0,0,0,0
FBgn0014851,0,0,0,0
FBgn0036527,0,0,0,0
FBgn0036529,15,27,16,13
FBgn0010105,791,1038,538,649
FBgn0041160,1756,2072,1388,1798
FBgn0036528,0,0,0,0
FBgn0014850,0,0,0,0
FBgn0014848,0,0,0,0
FBgn0004593,0,0,0,0
FBgn0004592,0,0,0,0
FBgn0004590,0,0,0,0
FBgn0004588,0,0,0,0
FBgn0036520,0,0,1,0
FBgn0036519,398,470,413,453
FBgn0036516,449,522,427,416
FBgn0036509,397,447,331,375
FBgn0036505,448,562,362,369
FBgn0004228,115,106,141,140
FBgn0036503,28,22,33,51
FBgn0036502,465,510,301,381
FBgn0026738,365,417,270,263
FBgn0040805,3,4,6,4
FBgn0029114,3214,3770,3216,3470
FBgn0036491,28,34,45,45
FBgn0036494,15,24,17,24
FBgn0036495,0,0,1,0
FBgn0036497,0,0,1,0
FBgn0036496,53,41,58,45
FBgn0036492,1,4,1,1
FBgn0026320,85,78,54,77
FBgn0000216,1,0,1,0
FBgn0040296,3,4,1,2
FBgn0036459,0,0,2,0
FBgn0036460,400,461,368,402
FBgn0002778,3228,3347,3885,4043
FBgn0036461,233,246,131,161
FBgn0023174,659,760,556,656
FBgn0047338,2,1,0,0
FBgn0036470,0,0,0,0
FBgn0027088,1393,1746,1144,1376
FBgn0036479,56,48,60,67
FBgn0036480,312,294,265,277
FBgn0052847,15,14,14,14
FBgn0036484,596,663,513,513
FBgn0036485,5,5,6,3
FBgn0036487,592,689,396,410
FBgn0036488,268,333,208,283
FBgn0036490,0,0,0,0
FBgn0036489,235,297,188,233
FBgn0036486,627,609,523,530
FBgn0047178,709,809,650,686
FBgn0036483,752,874,585,670
FBgn0036482,122,101,104,98
FBgn0036481,3,2,3,0
FBgn0036476,221,232,169,173
FBgn0036474,109,97,95,94
FBgn0036471,1,2,1,0
FBgn0036469,0,0,0,1
FBgn0036468,1,1,0,1
FBgn0036467,0,2,1,0
FBgn0036466,2,0,0,0
FBgn0025776,39,63,33,38
FBgn0036465,0,0,0,0
FBgn0036463,2936,2671,2617,2659
FBgn0036462,512,567,420,495
FBgn0040487,0,3,0,2
FBgn0040809,1,3,0,2
FBgn0003388,579,777,327,454
FBgn0036433,46,55,56,81
FBgn0041604,2738,2784,2573,2801
FBgn0011928,12871,14210,14686,14742
FBgn0036437,0,0,0,0
FBgn0036438,1,0,0,0
FBgn0036441,0,0,0,0
FBgn0036442,4,3,4,10
FBgn0036446,413,450,413,395
FBgn0036450,785,932,731,742
FBgn0036451,960,1037,798,905
FBgn0036454,992,1198,1039,1114
FBgn0001120,4,6,6,2
FBgn0029148,266,262,244,283
FBgn0036449,3601,3872,3480,3741
FBgn0036448,832,1011,848,899
FBgn0036447,152,154,141,157
FBgn0053260,112,122,80,113
FBgn0036443,0,0,0,0
FBgn0036440,0,0,0,0
FBgn0036439,0,0,0,0
FBgn0036436,59,83,49,65
FBgn0011927,12025,13254,13622,13813
FBgn0036423,93,97,58,75
FBgn0036426,0,0,0,0
FBgn0026409,1725,1935,1510,1780
FBgn0040318,21,23,14,17
FBgn0028418,1,4,0,3
FBgn0036428,1894,2139,2165,2321
FBgn0036427,10,12,1,0
