Geneid,CHD1fem1,CHD1fem2,OREfem1,OREfem2
FBgn0267084,0,1,1,1
FBgn0267085,0,0,0,0
FBgn0267086,0,2,1,0
FBgn0267087,6,2,31,21
FBgn0267088,0,2,9,0
FBgn0267089,71,22,83,91
FBgn0267090,0,0,1,0
FBgn0267091,2,0,5,0
FBgn0267096,2,0,3,23
FBgn0267097,0,0,0,0
FBgn0267098,0,0,0,0
FBgn0267099,2,0,0,2
FBgn0267100,0,0,5,0
FBgn0267101,0,0,0,2
FBgn0267102,0,2,14,4
FBgn0267103,2,0,0,4
FBgn0267104,0,0,0,0
FBgn0267105,0,0,0,0
FBgn0267106,4,0,4,6
FBgn0267107,4,2,2,4
FBgn0267108,0,0,1,0
FBgn0267109,4,0,1,2
FBgn0267110,0,0,0,0
FBgn0267111,0,0,6,0
FBgn0267112,0,0,0,0
FBgn0267113,0,2,4,0
FBgn0267114,0,0,0,0
FBgn0267115,0,0,0,0
FBgn0267116,3,4,20,16
FBgn0267118,0,0,2,1
FBgn0267119,0,4,8,4
FBgn0267120,0,0,0,0
FBgn0267121,0,0,0,0
FBgn0267122,0,0,0,0
FBgn0267123,2,0,0,0
FBgn0267124,0,2,0,0
FBgn0267125,2,0,4,0
FBgn0267126,0,0,4,6
FBgn0267127,4,6,2,6
FBgn0267128,0,0,0,4
FBgn0267129,0,0,0,0
FBgn0267130,0,1,0,0
FBgn0267131,0,0,0,0
FBgn0267132,0,0,0,0
FBgn0267133,0,0,0,0
FBgn0267134,0,0,0,2
FBgn0267135,0,0,0,0
FBgn0267136,2,0,0,0
FBgn0267137,2,0,6,2
FBgn0267138,0,0,0,0
FBgn0267139,0,0,0,2
FBgn0267140,0,0,0,0
FBgn0267141,0,0,0,0
FBgn0267142,2,8,0,2
FBgn0267143,2,0,0,0
FBgn0267144,0,0,0,0
FBgn0267145,0,0,0,0
FBgn0267146,2,0,0,0
FBgn0267147,0,0,0,0
FBgn0267148,2,0,8,6
FBgn0267149,0,0,0,0
FBgn0267150,0,0,0,0
FBgn0267151,0,1,0,0
FBgn0267152,0,0,0,0
FBgn0267153,0,0,0,0
FBgn0267154,0,0,0,0
FBgn0267155,0,0,2,0
FBgn0267156,0,0,0,0
FBgn0267157,10,9,31,35
FBgn0267158,0,0,0,0
FBgn0267159,0,0,0,0
FBgn0267160,71,26,221,157
FBgn0267161,0,0,0,0
FBgn0267162,0,0,2,6
FBgn0267163,2,2,12,12
FBgn0267164,0,0,0,0
FBgn0267165,0,0,0,0
FBgn0267166,3,0,0,0
FBgn0267167,0,0,0,0
FBgn0267168,0,0,0,0
FBgn0267169,0,0,0,0
FBgn0267170,0,0,0,0
FBgn0267171,0,0,0,0
FBgn0267172,0,0,2,2
FBgn0267173,0,0,0,0
FBgn0267174,0,0,0,0
FBgn0267175,0,0,0,4
FBgn0267176,0,1,0,0
FBgn0267177,0,0,2,0
FBgn0267178,0,0,0,0
FBgn0267179,0,0,1,0
FBgn0267180,8,10,15,15
FBgn0267181,13,2,12,4
FBgn0267182,0,0,4,2
FBgn0267183,0,0,2,0
FBgn0267184,0,0,0,0
FBgn0267185,3,0,7,1
FBgn0267186,2,2,2,2
FBgn0267187,0,0,1,3
FBgn0267188,0,0,0,0
FBgn0267189,3,0,0,4
FBgn0267190,0,0,2,0
FBgn0267191,0,0,0,0
FBgn0267192,0,0,0,0
FBgn0267193,0,0,0,0
FBgn0267194,0,0,0,0
FBgn0267195,0,0,0,0
FBgn0267196,0,0,0,0
FBgn0267197,0,0,0,0
FBgn0267198,0,0,0,0
FBgn0267199,0,0,0,2
FBgn0267200,0,0,0,0
FBgn0267201,2,0,0,0
FBgn0267202,0,0,2,2
FBgn0267203,0,0,0,4
FBgn0267204,0,0,0,0
FBgn0267205,0,2,6,0
FBgn0267206,0,0,2,0
FBgn0267207,2,1,13,9
FBgn0267208,0,0,0,0
FBgn0267209,0,0,0,2
FBgn0267210,0,0,2,0
FBgn0267211,2,0,0,0
FBgn0267212,0,0,0,0
FBgn0267213,0,0,0,0
FBgn0267214,0,0,0,0
FBgn0267215,0,0,0,0
FBgn0267216,0,0,0,0
FBgn0267217,0,0,0,0
FBgn0267218,2,0,2,2
FBgn0267219,5,1,18,9
FBgn0267220,0,0,0,0
FBgn0267221,0,0,0,0
FBgn0267222,4,0,0,5
FBgn0267223,0,0,0,0
FBgn0267224,0,0,0,0
FBgn0267225,0,0,6,2
FBgn0267226,0,0,8,6
FBgn0267227,0,0,1,0
FBgn0267228,8,8,17,18
FBgn0267229,12,0,6,4
FBgn0267230,4,3,2,4
FBgn0267231,0,0,0,0
FBgn0267232,0,0,0,0
FBgn0267233,11,4,24,20
FBgn0267234,2,0,6,0
FBgn0267235,0,2,1,2
FBgn0267236,10,4,0,2
FBgn0267237,4,0,8,8
FBgn0267238,0,0,2,0
FBgn0267239,0,0,6,4
FBgn0267240,0,0,8,4
FBgn0267241,2,0,10,8
FBgn0267242,4,0,0,0
FBgn0267243,50,36,93,82
FBgn0267244,7,8,21,24
FBgn0267245,6,4,19,7
FBgn0267246,0,0,0,0
FBgn0267247,0,0,2,0
FBgn0267248,0,0,0,0
FBgn0267249,0,0,0,0
FBgn0267252,5952,2801,20051,15348
FBgn0267253,175,119,601,414
FBgn0267254,0,0,0,0
FBgn0267255,0,0,0,0
FBgn0267256,0,0,0,0
FBgn0267257,0,2,3,0
FBgn0267258,0,0,0,0
FBgn0267259,0,0,0,2
FBgn0267260,0,0,0,0
FBgn0267261,0,0,0,0
FBgn0267262,0,0,0,0
FBgn0267263,0,4,2,10
FBgn0267264,4,0,0,4
FBgn0267265,0,0,0,0
FBgn0267266,0,0,0,1
FBgn0267267,0,0,0,0
FBgn0267268,0,0,0,0
FBgn0267269,0,0,2,0
FBgn0267270,6,0,23,24
FBgn0267271,0,0,0,0
FBgn0267272,0,0,0,0
FBgn0267273,0,0,2,2
FBgn0267274,0,0,4,0
FBgn0267275,2,2,7,7
FBgn0267276,2,2,0,0
FBgn0267277,0,0,1,0
FBgn0267278,0,0,0,0
FBgn0267279,0,0,0,2
FBgn0267280,2,0,0,2
FBgn0267281,0,0,2,2
FBgn0267282,0,0,0,0
FBgn0267283,0,0,0,0
FBgn0267284,0,0,0,0
FBgn0267285,0,0,0,0
FBgn0267286,0,0,4,0
FBgn0267287,0,0,4,2
FBgn0267288,0,0,0,0
FBgn0267289,0,0,0,0
FBgn0267290,0,0,6,0
FBgn0267291,0,0,0,0
FBgn0267292,0,0,0,0
FBgn0267293,0,0,0,0
FBgn0267294,8,1,10,10
FBgn0267295,0,0,0,2
FBgn0267296,0,0,0,2
FBgn0267297,0,0,0,0
FBgn0267298,0,0,0,0
FBgn0267299,0,0,2,2
FBgn0267300,2,0,0,0
FBgn0267301,0,2,0,2
FBgn0267302,0,0,0,0
FBgn0267303,0,0,0,0
FBgn0267304,2,2,6,3
FBgn0267305,0,0,0,0
FBgn0267306,0,0,0,0
FBgn0267307,0,0,0,0
FBgn0267308,2,2,4,0
FBgn0267309,0,0,3,4
FBgn0267310,0,0,0,0
FBgn0267311,0,2,0,0
FBgn0267312,0,0,0,0
FBgn0267313,0,0,0,0
FBgn0267314,0,0,0,0
FBgn0267315,0,0,0,0
FBgn0267316,0,0,0,0
FBgn0267317,0,0,2,2
FBgn0267318,0,0,0,0
FBgn0267319,0,0,0,0
FBgn0267320,0,0,0,0
FBgn0267321,0,0,0,6
FBgn0267322,38,22,143,137
FBgn0267323,6,0,12,5
FBgn0267326,21,6,52,43
FBgn0267327,5,0,12,20
FBgn0267330,144,103,459,315
FBgn0267336,1080,599,2975,2415
FBgn0267337,178,112,385,229
FBgn0267339,2,4,9,3
FBgn0267347,8,2,19,20
FBgn0267348,180,137,408,216
FBgn0267350,2321,1364,3490,2812
FBgn0267351,124,98,218,188
FBgn0267363,0,0,0,2
FBgn0267365,17,17,82,92
FBgn0267366,0,0,5,4
FBgn0267376,416,208,1060,802
FBgn0267378,143,97,562,373
FBgn0267383,10,6,10,10
FBgn0267384,165,54,466,408
FBgn0267385,2655,1603,3748,3337
FBgn0267390,1824,1055,2555,1927
FBgn0267398,105,82,495,314
FBgn0267399,39,13,39,53
FBgn0267400,16,7,42,29
FBgn0267408,828,686,879,750
FBgn0267411,0,0,0,0
FBgn0267412,0,0,0,0
FBgn0267413,0,0,0,0
FBgn0267417,0,0,0,0
FBgn0267418,0,0,0,0
FBgn0267419,0,0,0,0
FBgn0267420,0,0,0,0
FBgn0267422,0,0,0,0
FBgn0267423,0,0,0,0
FBgn0267424,0,0,0,0
FBgn0267425,0,0,2,0
FBgn0267426,0,0,0,0
FBgn0267427,0,0,0,0
FBgn0267428,50,30,95,111
FBgn0267429,227,171,873,626
FBgn0267430,8,8,101,79
FBgn0267431,76,35,310,258
FBgn0267432,0,0,0,0
FBgn0267433,0,0,0,0
FBgn0267435,5333,2590,14955,11168
FBgn0267438,0,0,0,0
FBgn0267439,0,0,0,0
FBgn0267440,0,0,0,0
FBgn0267441,0,0,0,2
FBgn0267442,2,0,0,2
FBgn0267443,4,0,4,8
FBgn0267444,0,0,0,0
FBgn0267445,0,0,0,0
FBgn0267446,0,0,0,0
FBgn0267447,0,0,0,0
FBgn0267448,2,0,4,0
FBgn0267449,0,0,0,0
FBgn0267450,0,0,0,0
FBgn0267451,0,0,1,0
FBgn0267452,2,0,1,4
FBgn0267453,0,0,0,0
FBgn0267454,8,12,92,46
FBgn0267455,28,6,106,45
FBgn0267456,0,0,0,0
FBgn0267457,0,0,0,0
FBgn0267458,21,13,99,71
FBgn0267459,14,4,29,17
FBgn0267460,6,8,3,10
FBgn0267461,6,8,47,21
FBgn0267462,0,0,0,5
FBgn0267463,22,2,19,22
FBgn0267464,0,0,0,0
FBgn0267465,2,2,13,4
FBgn0267469,15,6,29,28
FBgn0267470,32,21,135,66
FBgn0267471,6,2,10,0
FBgn0267472,0,0,0,1
FBgn0267473,15,0,14,14
FBgn0267474,4,5,15,10
FBgn0267475,23,10,48,37
FBgn0267476,0,0,2,0
FBgn0267477,0,0,1,2
FBgn0267478,0,0,0,0
FBgn0267479,0,0,0,0
FBgn0267480,4,0,7,2
FBgn0267481,0,0,0,0
FBgn0267482,2,0,12,6
FBgn0267483,2,10,10,2
FBgn0267484,10,3,37,20
FBgn0267485,0,2,1,0
FBgn0267486,246,163,597,484
FBgn0267487,225,157,655,468
FBgn0267488,566,325,1600,1106
FBgn0267489,0,0,0,0
FBgn0267490,0,0,0,0
FBgn0267491,0,0,0,0
FBgn0267492,0,0,0,0
FBgn0267493,0,0,0,0
FBgn0267494,0,0,0,0
FBgn0267495,2,4,10,23
FBgn0267496,0,0,0,0
FBgn0267497,0,0,0,0
FBgn0267498,0,0,0,0
FBgn0267499,0,0,0,0
FBgn0267500,0,0,0,0
FBgn0267501,0,0,0,0
FBgn0267502,0,0,0,0
FBgn0267503,0,0,0,0
FBgn0267504,0,0,0,0
FBgn0267505,1,1,16,8
FBgn0267506,0,0,0,2
FBgn0267507,1,0,8,6
FBgn0267508,16,26,32,32
FBgn0267509,1,1,0,0
FBgn0267510,0,0,0,0
FBgn0267511,2166,1789,3328,1705
FBgn0267512,0,0,0,0
FBgn0267513,0,0,0,0
FBgn0267514,2,0,0,1
FBgn0267515,404,633,699,585
FBgn0267516,0,1,10,6
FBgn0267517,0,0,0,0
FBgn0267518,0,0,0,0
FBgn0267519,127,175,167,149
FBgn0267520,36,261,191,195
FBgn0267521,0,0,0,0
FBgn0267522,0,0,0,0
FBgn0267523,1,0,0,0
FBgn0267524,0,0,0,0
FBgn0267525,0,0,0,0
FBgn0267526,2,0,11,6
FBgn0267527,0,0,2,0
FBgn0267528,0,9,2,0
FBgn0267529,0,0,0,0
FBgn0267530,2,0,1,3
FBgn0267531,0,0,0,0
FBgn0267532,0,0,0,0
FBgn0267533,0,0,0,0
FBgn0267534,0,0,4,1
FBgn0267535,0,0,0,0
FBgn0267536,16,0,20,12
FBgn0267537,4,2,5,4
FBgn0267538,6,9,22,20
FBgn0267539,0,0,0,2
FBgn0267540,0,0,0,0
FBgn0267541,37,12,54,46
FBgn0267542,0,0,7,4
FBgn0267543,0,0,0,0
FBgn0267544,4,0,8,12
FBgn0267545,0,0,0,0
FBgn0267546,0,0,0,0
FBgn0267547,0,0,0,0
FBgn0267548,2,0,8,0
FBgn0267549,3,2,20,16
FBgn0267550,0,0,0,0
FBgn0267551,0,0,0,0
FBgn0267552,0,0,0,0
FBgn0267553,0,0,0,0
FBgn0267554,0,0,0,0
FBgn0267555,0,0,0,0
FBgn0267556,0,0,0,0
FBgn0267557,8,2,24,23
FBgn0267558,4,0,5,1
FBgn0267559,0,0,0,0
FBgn0267560,2,0,2,0
FBgn0267561,0,0,10,14
FBgn0267562,2,4,8,4
FBgn0267563,4,2,7,3
FBgn0267564,4,1,12,12
FBgn0267565,6,1,20,11
FBgn0267566,6,2,12,13
FBgn0267567,0,3,4,12
FBgn0267568,7,0,16,8
FBgn0267569,0,0,0,0
FBgn0267570,125,49,341,243
FBgn0267571,20,10,65,49
FBgn0267572,0,0,0,0
FBgn0267573,0,0,0,0
FBgn0267574,0,0,0,0
FBgn0267575,0,0,2,0
FBgn0267576,41,28,107,98
FBgn0267577,0,0,0,0
FBgn0267578,4,4,83,77
FBgn0267579,79,46,310,151
FBgn0267580,4,0,8,2
FBgn0267581,6,6,7,4
FBgn0267582,4,0,14,8
FBgn0267585,3,4,3,10
FBgn0267586,3,2,3,4
FBgn0267587,0,0,0,0
FBgn0267588,0,0,0,0
FBgn0267589,0,0,0,0
FBgn0267590,0,0,2,5
FBgn0267591,0,0,0,0
FBgn0267592,0,0,0,0
FBgn0267593,0,0,0,0
FBgn0267594,0,0,0,0
FBgn0267595,0,0,0,0
FBgn0267596,0,0,0,0
FBgn0267597,0,0,2,0
FBgn0267598,0,0,0,0
FBgn0267599,0,0,0,0
FBgn0267600,2,11,13,28
FBgn0267601,17,5,46,33
FBgn0267602,14,8,43,19
FBgn0267603,17,17,40,25
FBgn0267604,0,4,10,3
FBgn0267605,0,0,0,0
FBgn0267606,0,2,1,0
FBgn0267607,2,2,0,6
FBgn0267608,0,0,0,0
FBgn0267609,0,0,0,0
FBgn0267610,0,0,0,0
FBgn0267611,4,0,16,4
FBgn0267612,0,0,0,1
FBgn0267613,2,0,3,0
FBgn0267614,0,0,2,1
FBgn0267615,15,5,29,14
FBgn0267616,1,0,14,2
FBgn0267617,0,0,0,2
FBgn0267618,0,0,0,2
FBgn0267619,14,12,27,15
FBgn0267620,0,0,0,0
FBgn0267621,31,6,98,46
FBgn0267622,3,0,2,11
FBgn0267623,1,6,20,26
FBgn0267624,81,50,152,119
FBgn0267625,17,10,57,50
FBgn0267626,12,4,48,52
FBgn0267627,16,14,38,55
FBgn0267628,6,4,21,30
FBgn0267629,8,1,14,19
FBgn0267630,0,0,0,0
FBgn0267631,2,0,2,5
FBgn0267632,0,0,0,0
FBgn0267633,14,2,17,21
FBgn0267634,10,6,8,6
FBgn0267635,12,6,2,2
FBgn0267636,0,0,0,0
FBgn0267637,0,0,0,0
FBgn0267638,20,4,43,20
FBgn0267639,0,2,6,6
FBgn0267640,0,0,0,0
FBgn0267641,47,17,36,28
FBgn0267642,0,0,0,0
FBgn0267643,9,6,9,8
FBgn0267644,10,4,11,6
FBgn0267645,0,2,6,10
FBgn0267646,2,4,10,12
FBgn0267647,0,0,2,4
FBgn0267648,0,0,0,0
FBgn0267649,0,0,0,0
FBgn0267650,0,0,0,0
FBgn0267651,0,0,0,0
FBgn0267652,0,0,0,0
FBgn0267653,12,0,23,15
FBgn0267655,13,4,24,17
FBgn0267656,11,10,37,27
FBgn0267657,0,0,0,0
FBgn0267658,0,0,0,2
FBgn0267659,19,4,13,4
FBgn0267660,0,0,0,0
FBgn0267661,2,0,0,0
FBgn0267662,0,0,0,0
FBgn0267663,0,2,2,2
FBgn0267664,4,0,12,9
FBgn0267665,94,40,122,141
FBgn0267666,58,29,193,144
FBgn0267667,0,4,6,0
FBgn0267668,219,74,471,274
FBgn0267671,12,6,14,25
FBgn0267672,3,4,22,18
FBgn0267673,41,19,137,62
FBgn0267674,13,13,53,25
FBgn0267675,0,0,0,0
FBgn0267676,0,0,0,0
FBgn0267677,6,0,4,1
FBgn0267678,0,0,0,6
FBgn0267679,0,0,3,0
FBgn0267680,13,11,22,35
FBgn0267681,0,0,0,0
FBgn0267682,0,0,0,0
FBgn0267683,0,0,2,2
FBgn0267684,0,0,0,0
FBgn0267685,2,2,8,10
FBgn0267686,4,0,15,14
FBgn0267687,8,0,15,22
FBgn0267688,10,4,20,16
FBgn0267689,4,10,12,10
FBgn0267690,0,0,0,0
FBgn0267691,0,0,0,0
FBgn0267692,2,2,6,14
FBgn0267693,14,4,19,8
FBgn0267694,0,0,4,2
FBgn0267695,10,8,32,30
FBgn0267696,6,4,15,7
FBgn0267697,4,0,17,14
FBgn0267698,764,412,1789,1423
FBgn0267701,0,0,0,0
FBgn0267702,41,30,117,62
FBgn0267703,19,8,45,39
FBgn0267704,8,1,14,7
FBgn0267705,0,0,0,0
FBgn0267706,6,3,2,8
FBgn0267707,0,0,2,2
FBgn0267708,4,6,27,32
FBgn0267709,3,2,5,15
FBgn0267710,8,2,14,2
FBgn0267711,0,0,0,0
FBgn0267712,0,0,0,0
FBgn0267713,0,0,0,0
FBgn0267714,0,0,0,0
FBgn0267715,1,0,0,1
FBgn0267716,0,0,0,0
FBgn0267717,0,1,9,11
FBgn0267719,0,0,0,0
FBgn0267720,0,0,0,0
FBgn0267721,0,0,0,0
FBgn0267722,0,1,0,0
FBgn0267723,2,0,10,8
FBgn0267724,0,2,3,0
FBgn0267725,0,0,0,0
FBgn0267726,0,0,0,0
FBgn0267728,14,2,50,30
FBgn0267729,11,4,42,6
FBgn0267730,10,6,23,14
FBgn0267731,0,0,2,2
FBgn0267732,0,5,1,0
FBgn0267733,17,22,176,132
FBgn0267734,1,0,9,4
FBgn0267735,3,2,16,2
FBgn0267736,0,0,0,0
FBgn0267737,0,0,0,0
FBgn0267738,0,0,8,8
FBgn0267739,0,0,0,0
FBgn0267740,0,0,0,0
FBgn0267741,0,0,0,0
FBgn0267742,11,8,13,17
FBgn0267743,0,0,0,0
FBgn0267744,11,6,13,33
FBgn0267745,0,0,1,2
FBgn0267746,0,0,0,0
FBgn0267747,0,0,2,2
FBgn0267748,0,4,4,10
FBgn0267749,0,0,0,0
FBgn0267750,0,0,0,0
FBgn0267751,0,0,0,0
FBgn0267752,2,0,2,10
FBgn0267753,32,17,43,29
FBgn0267754,0,0,0,1
FBgn0267755,0,0,0,0
FBgn0267756,0,0,0,0
FBgn0267757,6,8,37,15
FBgn0267758,8,7,20,11
FBgn0267759,2,0,12,3
FBgn0267760,2,0,3,10
FBgn0267761,0,0,0,1
FBgn0267762,6,2,9,6
FBgn0267763,6,4,29,15
FBgn0267764,18,13,47,28
FBgn0267765,0,0,0,0
FBgn0267766,0,0,0,0
FBgn0267767,2,0,0,0
FBgn0267768,0,0,0,0
FBgn0267769,13,4,23,19
FBgn0267770,2,0,0,0
FBgn0267771,11,0,48,25
FBgn0267772,0,0,0,0
FBgn0267773,0,0,0,0
FBgn0267774,0,0,2,0
FBgn0267775,12,6,17,14
FBgn0267776,0,0,0,0
FBgn0267777,0,0,2,0
FBgn0267778,0,0,0,0
FBgn0267779,11,8,69,36
FBgn0267780,10,1,17,14
FBgn0267781,9,22,60,50
FBgn0267782,0,0,0,0
FBgn0267783,0,2,6,14
FBgn0267785,4,2,6,8
FBgn0267786,7,4,33,28
FBgn0267787,5,2,8,6
FBgn0267788,0,0,0,0
FBgn0267789,0,0,0,0
FBgn0267790,269,163,720,642
FBgn0267791,353,213,991,733
FBgn0267792,180,88,389,256
FBgn0267793,6,5,17,27
FBgn0267794,4,0,1,2
FBgn0267795,512,283,891,669
FBgn0267796,59,27,118,154
FBgn0267797,6,2,19,15
FBgn0267798,2,0,36,36
FBgn0267799,0,0,0,2
FBgn0267800,24,9,29,30
FBgn0267801,20,8,36,32
FBgn0267802,29,10,61,37
FBgn0267803,0,2,6,2
FBgn0267804,0,0,0,0
FBgn0267805,0,0,0,0
FBgn0267806,19,6,26,25
FBgn0267807,11,14,37,37
FBgn0267808,0,0,0,0
FBgn0267809,0,0,0,1
FBgn0267810,10,0,12,2
FBgn0267811,2,8,9,20
FBgn0267812,2,0,10,10
FBgn0267813,0,0,0,0
FBgn0267814,0,0,3,4
FBgn0267815,0,0,0,2
FBgn0267816,2,0,9,4
FBgn0267817,0,0,0,2
FBgn0267818,0,0,0,2
FBgn0267819,1,0,0,2
FBgn0267820,8,6,21,26
FBgn0267821,450,245,1152,769
FBgn0267823,12,12,34,16
FBgn0267824,241,157,488,457
FBgn0267826,0,2,5,2
FBgn0267827,0,0,0,0
FBgn0267828,784,435,1632,1410
FBgn0267468,0,0,0,0
FBgn0267849,272,151,573,461
FBgn0267861,458,238,1359,1308
FBgn0267862,0,0,0,0
FBgn0267863,0,0,0,0
FBgn0267864,0,0,0,0
FBgn0267865,0,2,4,4
FBgn0267866,2,0,0,0
FBgn0267867,0,0,3,3
FBgn0267868,0,5,0,4
FBgn0267869,0,0,0,0
FBgn0267870,0,0,0,0
FBgn0267871,0,0,0,0
FBgn0267872,0,0,0,0
FBgn0267873,0,0,0,0
FBgn0267874,0,0,0,0
FBgn0267875,0,0,0,0
FBgn0267876,0,0,0,0
FBgn0267877,0,0,0,0
FBgn0267878,0,0,0,0
FBgn0267879,0,0,0,0
FBgn0267880,0,0,0,0
FBgn0267881,0,0,0,0
FBgn0267882,0,0,0,0
FBgn0267883,0,0,0,0
FBgn0267884,0,0,0,0
FBgn0267885,0,0,0,0
FBgn0267886,0,0,0,0
FBgn0267887,0,0,0,0
FBgn0267888,0,0,0,0
FBgn0267889,0,0,0,0
FBgn0267890,0,0,0,0
FBgn0267891,0,0,0,0
FBgn0267892,0,0,0,0
FBgn0267893,0,0,0,0
FBgn0267894,0,0,0,0
FBgn0267895,0,0,0,0
FBgn0267896,0,0,0,0
FBgn0267897,0,0,0,0
FBgn0267898,0,0,0,0
FBgn0267899,0,0,0,0
FBgn0267900,0,0,0,0
FBgn0267901,0,0,0,0
FBgn0267902,0,0,0,0
FBgn0267903,0,0,0,0
FBgn0267904,0,0,0,0
FBgn0267905,0,0,0,0
FBgn0267910,1020,476,4668,3379
FBgn0267912,784,481,2223,1564
FBgn0267913,128,61,385,266
FBgn0267914,0,0,1,0
FBgn0267915,0,0,0,0
FBgn0267916,0,0,0,0
FBgn0267917,0,0,0,0
FBgn0267918,0,0,0,0
FBgn0267919,0,0,5,0
FBgn0267921,0,0,0,0
FBgn0267922,4,2,2,4
FBgn0267923,4,6,13,10
FBgn0267924,0,0,3,2
FBgn0267925,0,0,0,0
FBgn0267926,0,0,2,0
FBgn0267927,4,0,13,16
FBgn0267928,0,0,0,0
FBgn0267929,2,0,4,4
FBgn0267930,0,0,0,0
FBgn0267932,0,0,0,0
FBgn0267933,0,0,0,0
FBgn0267934,2,2,1,0
FBgn0267935,0,0,0,0
FBgn0267936,2,0,75,55
FBgn0267937,0,0,0,0
FBgn0267938,2,0,2,3
FBgn0267939,0,0,0,2
FBgn0267940,0,0,0,0
FBgn0267941,0,0,0,0
FBgn0267944,0,0,0,0
FBgn0267945,0,0,0,2
FBgn0267946,2,0,2,1
FBgn0267947,0,0,0,0
FBgn0267948,0,0,0,0
FBgn0267949,0,0,0,0
FBgn0267950,0,0,0,0
FBgn0267951,2,0,2,2
FBgn0267952,0,0,2,0
FBgn0267953,0,0,0,0
FBgn0267954,0,0,0,0
FBgn0267955,2,2,12,10
FBgn0267956,0,0,0,0
FBgn0267957,0,0,1,0
FBgn0267958,2,0,8,4
FBgn0267959,0,0,0,0
FBgn0267960,0,0,0,0
FBgn0267961,0,0,4,0
FBgn0267962,0,0,0,0
FBgn0267963,0,0,0,1
FBgn0267964,0,0,0,0
FBgn0267965,4,0,0,0
FBgn0267966,9,0,7,17
FBgn0267967,0,0,0,0
FBgn0267969,0,0,0,0
FBgn0267970,7,6,21,19
FBgn0267972,81,68,191,136
FBgn0267975,307,160,713,602
FBgn0267976,108,56,285,185
FBgn0267977,2,0,10,8
FBgn0267978,461,303,923,553
FBgn0267982,6,2,30,22
FBgn0267983,49,19,104,79
FBgn0267984,0,0,3,9
FBgn0267985,2,0,0,0
FBgn0267986,0,0,0,0
FBgn0267987,12,10,24,34
FBgn0267988,4,2,14,13
FBgn0267989,0,0,0,3
FBgn0267990,0,0,0,0
FBgn0267991,15,2,39,15
FBgn0267992,6,9,14,16
FBgn0267993,0,4,4,0
FBgn0267994,0,0,0,0
FBgn0267995,0,0,2,3
FBgn0267996,5,8,19,7
FBgn0268063,390,340,1079,826
FBgn0270924,237,135,534,407
FBgn0270925,4,9,19,8
FBgn0270926,255,176,761,413
FBgn0270927,50,43,102,75
FBgn0270928,1938,1125,3271,2390
FBgn0275432,0,0,0,0
FBgn0275433,4,8,11,9
FBgn0275434,0,0,0,0
FBgn0275436,79,46,157,157
FBgn0278597,0,0,0,0
FBgn0278598,23,17,69,81
FBgn0278599,0,0,0,0
FBgn0278600,0,0,0,0
FBgn0278604,48,26,153,197
FBgn0278608,502,280,1335,962
FBgn0283426,10,5,28,42
FBgn0283427,14214,8944,39603,9047
FBgn0283428,25,6,19,23
FBgn0283429,0,0,0,0
FBgn0283430,0,0,0,0
FBgn0283431,0,0,0,0
FBgn0283432,0,0,0,0
FBgn0283433,0,0,0,0
FBgn0283434,0,2,0,0
FBgn0283435,0,0,0,0
FBgn0283437,22,37,173,104
FBgn0283438,191,86,440,344
FBgn0283439,8,4,12,9
FBgn0283440,0,0,0,0
FBgn0283442,0,0,0,2
FBgn0283450,28,8,38,37
FBgn0283451,711,412,1409,1285
FBgn0283461,215,810,15,11
FBgn0283467,28,8,41,53
FBgn0283468,334,118,788,536
FBgn0283469,278,169,644,513
FBgn0283471,281,177,925,684
FBgn0283472,571,317,1468,957
FBgn0283473,190,133,512,382
FBgn0283476,26,12,40,40
FBgn0283477,297,249,755,653
FBgn0283478,309,195,740,546
FBgn0283479,2,0,0,0
FBgn0283480,0,0,6,7
FBgn0283494,0,0,0,0
FBgn0283499,689,425,2807,2298
FBgn0283500,349,258,853,722
FBgn0283501,2,0,2,4
FBgn0283503,276,172,640,500
FBgn0283508,16,10,14,28
FBgn0283509,385,274,1155,804
FBgn0283510,357,203,661,563
FBgn0283521,4475,2475,9942,7911
FBgn0283525,12,10,33,32
FBgn0283531,72,47,106,66
FBgn0283535,1535,812,2670,1764
FBgn0283536,298,202,740,569
FBgn0283545,0,0,0,0
FBgn0283625,14,6,11,18
FBgn0283626,0,0,0,0
FBgn0283627,0,0,0,0
FBgn0283649,70,36,182,101
FBgn0283651,168,87,213,207
FBgn0283652,8,12,39,24
FBgn0283657,1084,637,2304,1974
FBgn0283658,942,473,1965,1499
FBgn0283659,15,12,22,12
FBgn0283666,97,42,215,197
FBgn0283678,0,0,0,0
FBgn0283680,554,311,2203,1467
FBgn0283681,6,8,38,33
FBgn0283682,318,168,662,420
FBgn0283712,701,395,1550,1284
FBgn0283724,322,220,829,640
FBgn0283728,0,0,0,0
FBgn0283741,242,122,435,515
FBgn0284080,0,0,0,14
FBgn0284081,1,0,1,0
FBgn0284082,2,0,2,0
FBgn0284083,0,0,0,0
FBgn0284084,30,10,61,25
FBgn0284220,214,151,480,323
FBgn0284221,178,133,271,183
FBgn0284222,0,0,0,0
FBgn0284223,0,0,0,0
FBgn0284224,0,0,0,0
FBgn0284225,0,0,0,0
FBgn0284226,0,0,0,0
FBgn0284227,0,0,0,0
FBgn0284228,0,0,0,0
FBgn0284229,0,0,0,0
FBgn0284230,0,0,0,0
FBgn0284231,0,0,0,0
