Geneid,CHD1male1,CHD1male2,OREmale1,OREmale2
FBgn0265881,0,0,0,2
FBgn0265882,0,0,0,0
FBgn0265883,0,0,0,0
FBgn0265884,2,0,0,0
FBgn0265885,0,0,0,0
FBgn0265886,0,0,0,0
FBgn0265887,0,0,2,6
FBgn0265888,2,0,7,0
FBgn0265889,0,0,0,0
FBgn0265890,0,0,1,0
FBgn0265891,0,0,0,0
FBgn0265892,0,0,0,0
FBgn0265893,2,0,0,0
FBgn0265894,0,0,0,0
FBgn0265895,2,0,0,0
FBgn0265896,0,0,0,0
FBgn0265897,0,0,0,0
FBgn0265898,4,0,2,2
FBgn0265899,0,2,2,0
FBgn0265900,0,0,0,0
FBgn0265901,4,3,17,8
FBgn0265902,0,0,6,2
FBgn0265903,10,10,16,8
FBgn0265904,0,0,0,2
FBgn0265905,0,0,0,0
FBgn0265906,0,0,0,0
FBgn0265907,0,0,0,0
FBgn0265908,0,0,0,0
FBgn0265909,0,0,0,0
FBgn0265910,0,0,0,0
FBgn0265911,2,0,2,0
FBgn0265912,0,0,2,1
FBgn0265913,51,20,64,82
FBgn0265914,0,0,0,0
FBgn0265915,2,0,17,13
FBgn0265916,2,0,0,2
FBgn0265917,0,0,0,0
FBgn0265918,0,0,0,0
FBgn0265919,16,0,24,12
FBgn0265920,0,0,0,0
FBgn0265921,0,0,4,2
FBgn0265922,0,0,0,2
FBgn0265923,0,0,0,0
FBgn0265924,0,0,0,0
FBgn0265925,0,0,0,0
FBgn0265926,4,0,4,6
FBgn0265927,0,0,0,0
FBgn0265928,8,0,13,10
FBgn0265929,16,4,12,14
FBgn0265930,0,0,0,0
FBgn0265931,17,4,12,30
FBgn0265932,0,0,0,0
FBgn0265933,0,0,0,0
FBgn0265934,0,0,0,0
FBgn0265935,711,219,1045,910
FBgn0265937,10,0,20,12
FBgn0265938,23,8,11,17
FBgn0265939,0,0,0,0
FBgn0265940,0,0,0,0
FBgn0265941,0,0,4,2
FBgn0265942,0,0,2,0
FBgn0265943,0,0,4,3
FBgn0265944,0,0,4,8
FBgn0265945,15,6,40,28
FBgn0265946,1,0,4,8
FBgn0265947,0,0,0,0
FBgn0265948,4,0,0,0
FBgn0265949,0,0,0,0
FBgn0265950,0,0,0,0
FBgn0265951,0,0,4,0
FBgn0265952,0,2,4,0
FBgn0265953,0,0,0,0
FBgn0265954,2,0,0,0
FBgn0265955,0,0,0,0
FBgn0265956,2,0,0,0
FBgn0265957,51,19,78,56
FBgn0265958,0,0,0,0
FBgn0265959,1741,900,3488,3342
FBgn0265960,0,0,0,0
FBgn0265961,8,0,16,22
FBgn0265962,20,2,15,11
FBgn0265963,0,0,0,0
FBgn0265964,0,0,0,0
FBgn0265965,2,0,2,0
FBgn0265966,0,0,2,0
FBgn0265967,15,6,31,22
FBgn0265968,0,0,0,0
FBgn0265974,1118,432,1444,1464
FBgn0265976,0,0,0,0
FBgn0265977,143,39,142,159
FBgn0265978,4,2,7,6
FBgn0265979,0,0,1,0
FBgn0265980,4,0,0,0
FBgn0265981,0,0,0,0
FBgn0265982,0,0,4,11
FBgn0265983,0,0,0,0
FBgn0265984,0,0,2,6
FBgn0265985,0,0,2,2
FBgn0265986,0,0,0,0
FBgn0265987,0,0,2,0
FBgn0265991,2031,904,3321,2948
FBgn0265992,0,0,0,0
FBgn0265993,4,2,4,0
FBgn0265994,1,0,2,0
FBgn0265995,2,2,13,12
FBgn0265996,3,2,16,22
FBgn0265997,18,2,25,26
FBgn0265998,5080,1984,10131,8209
FBgn0265999,0,0,0,2
FBgn0266000,994,340,874,819
FBgn0266001,31,6,43,31
FBgn0266002,2,1,0,2
FBgn0266003,0,0,0,2
FBgn0266004,1,0,0,0
FBgn0266005,97,51,192,146
FBgn0266007,2,0,2,0
FBgn0266008,0,0,0,2
FBgn0266009,0,0,0,0
FBgn0266010,0,0,0,0
FBgn0266011,2,0,34,32
FBgn0266019,4013,1552,6342,5330
FBgn0266020,6,2,13,6
FBgn0266021,4,0,0,0
FBgn0266022,0,0,0,0
FBgn0266023,0,0,0,0
FBgn0266024,0,0,0,0
FBgn0266025,0,0,0,0
FBgn0266026,0,0,0,0
FBgn0266027,0,0,2,0
FBgn0266028,0,0,0,2
FBgn0266029,0,0,2,0
FBgn0266030,12,4,12,21
FBgn0266031,0,0,0,0
FBgn0266032,0,0,0,0
FBgn0266033,0,0,0,2
FBgn0266034,0,0,0,0
FBgn0266035,0,0,0,0
FBgn0266036,1,0,2,0
FBgn0266037,2,0,0,0
FBgn0266038,0,0,0,0
FBgn0266039,0,0,0,0
FBgn0266040,1,1,0,0
FBgn0266041,0,7,7,2
FBgn0266042,8,21,27,27
FBgn0266043,2,0,15,2
FBgn0266044,13,2,5,8
FBgn0266045,0,0,0,0
FBgn0266046,31,16,30,47
FBgn0266047,9,2,12,16
FBgn0266048,11,2,10,17
FBgn0266049,1,0,0,2
FBgn0266050,2,8,6,14
FBgn0266051,0,0,0,0
FBgn0266052,26,8,30,28
FBgn0266053,503,160,682,597
FBgn0266064,902,390,1308,1206
FBgn0266065,0,0,0,0
FBgn0266066,0,0,0,0
FBgn0266067,0,0,0,0
FBgn0266068,0,0,0,0
FBgn0266069,9,2,6,3
FBgn0266070,0,0,0,0
FBgn0266071,0,0,0,0
FBgn0266072,2,2,8,6
FBgn0266073,4,0,6,0
FBgn0266074,2,0,0,2
FBgn0266083,742,290,924,766
FBgn0266084,1747,676,1834,1422
FBgn0266086,0,0,2,2
FBgn0266087,0,0,0,0
FBgn0266088,33,8,57,51
FBgn0266094,11,6,23,25
FBgn0266095,88,54,174,173
FBgn0266096,2,4,4,0
FBgn0266097,34,12,46,55
FBgn0266098,294,128,717,600
FBgn0266099,43,18,49,49
FBgn0266100,812,304,1327,1173
FBgn0266101,1518,524,2329,2114
FBgn0266102,2,0,1,2
FBgn0266111,94,16,123,82
FBgn0266114,0,0,0,0
FBgn0266115,0,1,10,12
FBgn0266116,4,0,2,2
FBgn0266117,0,0,4,0
FBgn0266124,100,44,152,139
FBgn0266129,269,101,381,347
FBgn0266136,3,5,31,7
FBgn0266137,493,166,1045,845
FBgn0266138,15,2,9,12
FBgn0266139,3,0,4,0
FBgn0266140,0,0,0,0
FBgn0266141,0,0,0,0
FBgn0266142,18,8,27,27
FBgn0266143,0,0,0,0
FBgn0266144,0,0,0,0
FBgn0266145,23,7,8,14
FBgn0266146,0,0,8,0
FBgn0266147,0,0,0,0
FBgn0266148,0,0,0,3
FBgn0266149,0,0,0,2
FBgn0266150,0,0,0,0
FBgn0266151,0,0,0,0
FBgn0266152,0,0,0,0
FBgn0266153,0,2,0,1
FBgn0266154,0,0,0,0
FBgn0266155,0,0,1,0
FBgn0266156,2,0,2,0
FBgn0266157,0,0,0,0
FBgn0266158,0,0,0,0
FBgn0266159,0,0,0,0
FBgn0266160,2,0,1,2
FBgn0266161,10,6,19,12
FBgn0266162,12,0,16,14
FBgn0266163,1,0,0,2
FBgn0266164,2,0,15,2
FBgn0266165,0,0,0,0
FBgn0266166,0,0,0,0
FBgn0266167,15,8,29,27
FBgn0266168,2,0,0,0
FBgn0266169,0,0,0,0
FBgn0266170,0,0,0,0
FBgn0266171,0,0,0,0
FBgn0266172,0,0,0,0
FBgn0266173,0,0,0,0
FBgn0266174,0,0,0,0
FBgn0266175,0,0,0,0
FBgn0266176,0,0,0,0
FBgn0266177,0,0,0,0
FBgn0266178,0,0,0,0
FBgn0266179,0,0,0,0
FBgn0266180,14,2,8,10
FBgn0266181,0,0,0,0
FBgn0266182,1,0,2,4
FBgn0266183,0,0,0,0
FBgn0266186,214,74,270,266
FBgn0266195,0,0,0,0
FBgn0266196,0,0,0,0
FBgn0266197,11,4,19,30
FBgn0266198,0,0,0,0
FBgn0266199,14,14,20,19
FBgn0266200,0,0,1,0
FBgn0266201,0,0,0,0
FBgn0266202,1,0,0,0
FBgn0266203,0,0,0,0
FBgn0266204,6,7,114,111
FBgn0266205,39,10,60,55
FBgn0266206,54,13,93,93
FBgn0266207,0,0,0,0
FBgn0266208,0,0,4,2
FBgn0266209,2,2,4,2
FBgn0266210,1,0,4,7
FBgn0266211,2,0,2,2
FBgn0266212,2,0,2,0
FBgn0266213,2,0,2,3
FBgn0266214,60,20,84,75
FBgn0266215,0,0,0,0
FBgn0266216,20,6,20,20
FBgn0266217,2,0,4,3
FBgn0266218,2,0,0,0
FBgn0266219,8,4,9,4
FBgn0266220,15,0,7,10
FBgn0266221,0,0,0,0
FBgn0266222,2,0,0,0
FBgn0266223,0,0,0,0
FBgn0266224,0,0,0,0
FBgn0266225,0,0,2,0
FBgn0266226,0,0,0,0
FBgn0266227,443,223,1085,1143
FBgn0266228,0,0,2,0
FBgn0266229,2,0,0,0
FBgn0266230,2,0,0,2
FBgn0266231,2,0,0,0
FBgn0266232,0,0,3,0
FBgn0266233,0,0,0,4
FBgn0266234,0,0,5,0
FBgn0266235,0,0,0,0
FBgn0266236,0,0,0,0
FBgn0266237,2,0,0,2
FBgn0266238,0,0,0,0
FBgn0266239,0,0,0,0
FBgn0266240,0,0,0,0
FBgn0266241,1,0,2,0
FBgn0266242,0,0,0,0
FBgn0266243,8,0,8,6
FBgn0266244,0,0,0,0
FBgn0266245,0,0,0,0
FBgn0266246,0,0,0,0
FBgn0266247,0,0,0,0
FBgn0266248,0,0,7,2
FBgn0266249,6,0,0,0
FBgn0266250,0,0,0,0
FBgn0266251,6,2,0,0
FBgn0266252,6,2,11,6
FBgn0266253,0,0,0,0
FBgn0266254,0,0,2,0
FBgn0266255,0,4,0,0
FBgn0266256,6,0,4,2
FBgn0266257,0,0,0,0
FBgn0266258,6,2,17,10
FBgn0266259,0,0,0,0
FBgn0266260,1,0,0,0
FBgn0266261,0,0,0,0
FBgn0266262,4,4,3,12
FBgn0266263,0,0,0,0
FBgn0266264,0,0,0,0
FBgn0266268,140,86,298,256
FBgn0266275,3,0,6,6
FBgn0266276,3,0,1,0
FBgn0266277,0,0,0,0
FBgn0266278,2,0,2,0
FBgn0266279,4,2,10,2
FBgn0266280,2,0,2,2
FBgn0266281,0,0,0,0
FBgn0266282,139,65,252,199
FBgn0266284,146,64,246,223
FBgn0266302,2,0,0,0
FBgn0266303,4,0,2,2
FBgn0266304,0,0,0,0
FBgn0266305,0,0,0,0
FBgn0266306,0,0,0,0
FBgn0266307,0,0,0,0
FBgn0266308,17,21,51,48
FBgn0266309,12,2,14,2
FBgn0266310,7,4,4,2
FBgn0266311,0,0,0,0
FBgn0266312,15,10,25,24
FBgn0266313,88,54,135,123
FBgn0266314,18,10,33,29
FBgn0266315,4,2,4,2
FBgn0266316,42,14,80,62
FBgn0266317,0,0,0,0
FBgn0266318,0,2,0,0
FBgn0266319,4,1,24,9
FBgn0266320,0,0,0,0
FBgn0266321,0,0,0,0
FBgn0266322,65,21,79,80
FBgn0266323,2,0,4,0
FBgn0266324,0,0,0,0
FBgn0266325,0,0,0,0
FBgn0266326,2,0,1,3
FBgn0266327,26,16,22,40
FBgn0266328,14,2,25,18
FBgn0266329,0,0,1,8
FBgn0266330,0,0,0,0
FBgn0266331,0,0,0,0
FBgn0266346,327,104,565,435
FBgn0266347,940,375,1481,1450
FBgn0266348,75,33,117,97
FBgn0266349,8,0,0,4
FBgn0266350,7,0,7,3
FBgn0266351,0,0,0,1
FBgn0266352,0,0,0,0
FBgn0266354,1975,715,3176,2594
FBgn0266355,0,0,0,0
FBgn0266356,49,21,115,93
FBgn0266357,3,6,2,0
FBgn0266358,0,0,0,2
FBgn0266359,0,0,0,0
FBgn0266360,0,0,2,0
FBgn0266361,4,6,13,4
FBgn0266362,0,0,0,0
FBgn0266363,14,2,9,16
FBgn0266364,13,2,10,13
FBgn0266365,2,1,2,2
FBgn0266366,10,4,14,31
FBgn0266369,688,254,971,758
FBgn0266371,0,0,0,0
FBgn0266372,0,0,0,0
FBgn0266376,31,24,90,87
FBgn0266377,2061,651,2583,2302
FBgn0266378,4,2,2,2
FBgn0266379,0,0,1,2
FBgn0266380,0,0,0,0
FBgn0266381,0,0,0,0
FBgn0266382,0,2,1,0
FBgn0266383,7,3,9,12
FBgn0266384,1,0,3,1
FBgn0266388,7,1,5,1
FBgn0266389,48,8,143,115
FBgn0266390,12,12,50,50
FBgn0266391,1,0,1,2
FBgn0266392,21,9,36,38
FBgn0266393,0,0,0,0
FBgn0266394,12,2,13,10
FBgn0266395,7,2,15,18
FBgn0266396,0,0,2,0
FBgn0266397,0,0,0,0
FBgn0266398,0,0,0,0
FBgn0266399,0,6,0,4
FBgn0266400,0,0,0,0
FBgn0266401,0,0,0,0
FBgn0266402,0,0,0,0
FBgn0266403,15,11,20,35
FBgn0266404,0,0,0,0
FBgn0266405,56,8,17,17
FBgn0266406,0,2,0,0
FBgn0266407,11,0,18,33
FBgn0266408,51,26,59,56
FBgn0266409,567,262,815,822
FBgn0266410,2223,954,4065,4146
FBgn0266411,3691,1333,5196,4403
FBgn0266412,0,0,0,1
FBgn0266413,0,1,1,3
FBgn0266414,1300,518,2354,2437
FBgn0266415,0,0,0,2
FBgn0266416,5,3,12,4
FBgn0266417,219,89,328,282
FBgn0266418,1318,510,2485,2162
FBgn0266419,0,0,0,0
FBgn0266420,9,5,29,12
FBgn0266428,0,0,0,0
FBgn0266429,132,59,258,223
FBgn0266430,0,0,0,0
FBgn0266431,0,0,8,6
FBgn0266432,15,4,20,17
FBgn0266433,0,2,2,2
FBgn0266434,0,0,0,0
FBgn0266435,0,0,0,0
FBgn0266436,8,0,2,0
FBgn0266437,31,7,31,21
FBgn0266438,0,0,0,0
FBgn0266439,0,0,0,0
FBgn0266441,106,40,152,132
FBgn0266442,3,0,12,0
FBgn0266443,4,0,3,1
FBgn0266445,0,0,0,0
FBgn0266446,479,209,769,706
FBgn0266448,71,28,144,104
FBgn0266449,306,114,540,446
FBgn0266450,334,150,611,568
FBgn0266451,0,0,0,1
FBgn0266452,195,120,375,321
FBgn0266454,0,0,2,3
FBgn0266455,53,6,2,0
FBgn0266456,10,0,5,5
FBgn0266457,0,0,0,6
FBgn0266459,0,0,0,0
FBgn0266464,363,195,530,404
FBgn0266465,433,189,673,564
FBgn0266486,0,0,0,0
FBgn0266487,0,0,0,0
FBgn0266488,0,0,0,0
FBgn0266489,0,0,0,0
FBgn0266490,0,0,0,0
FBgn0266491,0,0,0,0
FBgn0266492,0,0,0,0
FBgn0266518,56,23,99,86
FBgn0266521,771,370,1253,1392
FBgn0266525,0,0,0,0
FBgn0266534,2,2,0,8
FBgn0266535,0,0,0,0
FBgn0266536,0,0,0,0
FBgn0266537,0,0,0,0
FBgn0266538,0,0,0,0
FBgn0266539,0,0,0,0
FBgn0266540,0,0,0,0
FBgn0266549,160,55,295,297
FBgn0266557,15710,5818,23701,19763
FBgn0266564,0,0,0,0
FBgn0266565,0,0,3,0
FBgn0266566,69,16,102,127
FBgn0266568,0,0,2,0
FBgn0266569,59,15,64,81
FBgn0266570,80,48,135,145
FBgn0266572,576,178,1022,829
FBgn0266573,0,0,0,0
FBgn0266574,0,0,0,0
FBgn0266577,2,0,1,0
FBgn0266578,0,0,0,0
FBgn0266579,1282,574,1824,1678
FBgn0266580,389,227,1052,886
FBgn0266581,121,53,211,184
FBgn0266582,324,164,587,527
FBgn0266585,0,0,0,0
FBgn0266586,0,0,0,0
FBgn0266587,0,0,2,0
FBgn0266588,0,0,0,0
FBgn0266589,0,0,0,0
FBgn0266590,29,4,28,18
FBgn0266591,0,0,0,0
FBgn0266592,20,8,23,19
FBgn0266593,33,6,20,32
FBgn0266594,8,2,32,32
FBgn0266595,46,28,82,81
FBgn0266596,4,0,12,11
FBgn0266598,1,0,0,0
FBgn0266599,14469,5819,38830,32656
FBgn0266615,0,0,2,2
FBgn0266616,0,4,2,5
FBgn0266617,0,0,6,15
FBgn0266618,9,4,16,12
FBgn0266619,23,1,24,18
FBgn0266620,15,14,26,32
FBgn0266621,18,2,38,38
FBgn0266622,6,4,17,20
FBgn0266623,0,0,0,0
FBgn0266624,36,19,102,92
FBgn0266625,10,4,7,4
FBgn0266626,10,5,18,20
FBgn0266627,14,11,34,18
FBgn0266628,19,10,26,20
FBgn0266629,3,0,8,6
FBgn0266630,62,35,82,104
FBgn0266631,0,0,0,0
FBgn0266632,0,0,0,0
FBgn0266633,5,4,18,12
FBgn0266634,0,0,0,1
FBgn0266635,5,2,0,3
FBgn0266636,0,2,0,0
FBgn0266637,4,2,17,13
FBgn0266638,2,0,0,0
FBgn0266639,5,2,16,12
FBgn0266640,0,0,0,0
FBgn0266641,2,0,1,2
FBgn0266642,2,0,0,0
FBgn0266643,9,0,43,25
FBgn0266644,0,0,0,0
FBgn0266645,0,0,0,0
FBgn0266646,15,7,44,25
FBgn0266647,0,0,0,0
FBgn0266648,12,2,13,9
FBgn0266649,64,17,99,104
FBgn0266650,2,0,0,0
FBgn0266651,0,0,6,4
FBgn0266652,23,6,51,28
FBgn0266653,0,0,0,0
FBgn0266654,0,0,1,0
FBgn0266655,0,0,0,0
FBgn0266656,0,0,0,0
FBgn0266657,0,0,0,3
FBgn0266666,55,32,97,80
FBgn0266667,82,24,94,92
FBgn0266668,195,62,279,240
FBgn0266669,188,70,281,250
FBgn0266670,261,138,434,417
FBgn0266671,137,55,224,170
FBgn0266672,516,186,709,734
FBgn0266673,176,86,232,190
FBgn0266674,191,68,255,295
FBgn0266675,0,0,0,0
FBgn0266676,0,4,0,0
FBgn0266677,0,0,2,0
FBgn0266678,0,0,0,0
FBgn0266679,0,2,0,0
FBgn0266680,62,23,74,66
FBgn0266681,2,0,6,1
FBgn0266682,0,0,0,0
FBgn0266683,0,0,12,7
FBgn0266684,2,2,0,0
FBgn0266685,0,0,0,0
FBgn0266686,0,0,1,0
FBgn0266687,0,2,2,8
FBgn0266688,6,0,6,21
FBgn0266689,20,8,35,32
FBgn0266690,48,9,99,91
FBgn0266691,3,0,2,0
FBgn0266692,9,0,8,6
FBgn0266693,39,24,40,41
FBgn0266694,0,0,0,0
FBgn0266696,8081,2916,14023,11564
FBgn0266697,0,0,0,0
FBgn0266698,8,12,25,20
FBgn0266699,7,4,28,9
FBgn0266700,0,0,1,0
FBgn0266701,0,0,0,0
FBgn0266702,0,0,0,0
FBgn0266703,0,0,0,0
FBgn0266705,0,0,0,0
FBgn0266706,40,12,30,49
FBgn0266707,0,0,0,0
FBgn0266708,4,0,13,2
FBgn0266709,18,2,17,17
FBgn0266710,16,2,32,28
FBgn0266711,169,59,313,240
FBgn0266717,7737,2885,12563,10848
FBgn0266719,250,114,652,617
FBgn0266720,253,102,512,417
FBgn0266721,72,34,71,84
FBgn0266722,7,14,21,20
FBgn0266723,56,25,118,78
FBgn0266724,42,20,45,52
FBgn0266725,1,0,0,3
FBgn0266726,10,2,7,4
FBgn0266727,12,2,10,17
FBgn0266728,0,0,0,0
FBgn0266729,0,0,0,0
FBgn0266730,41,4,72,67
FBgn0266731,0,0,0,0
FBgn0266732,0,0,0,0
FBgn0266733,1,0,0,4
FBgn0266734,0,0,0,0
FBgn0266735,0,0,0,0
FBgn0266736,5,2,15,7
FBgn0266737,20,8,16,16
FBgn0266738,2,4,6,20
FBgn0266739,0,0,2,0
FBgn0266740,0,0,0,0
FBgn0266741,0,0,0,0
FBgn0266742,2,2,0,4
FBgn0266743,0,0,0,0
FBgn0266744,21,19,55,53
FBgn0266745,43,18,68,53
FBgn0266747,0,0,0,0
FBgn0266748,0,0,0,0
FBgn0266749,5,0,5,0
FBgn0266750,161,58,248,228
FBgn0266751,9,2,13,22
FBgn0266752,0,0,0,0
FBgn0266753,22,0,52,48
FBgn0266756,3488,1420,5578,4687
FBgn0266757,0,0,5,0
FBgn0266758,808,400,1394,1245
FBgn0266762,0,0,0,4
FBgn0266763,6,0,11,7
FBgn0266764,0,0,0,0
FBgn0266766,2,0,4,0
FBgn0266768,0,2,0,3
FBgn0266769,0,0,18,16
FBgn0266771,0,0,0,0
FBgn0266772,17,4,18,30
FBgn0266773,0,2,0,0
FBgn0266774,0,0,8,8
FBgn0266775,0,0,2,0
FBgn0266776,7,0,15,4
FBgn0266777,2,2,8,7
FBgn0266778,0,0,0,0
FBgn0266780,0,0,0,1
FBgn0266781,4,0,0,0
FBgn0266782,2,0,0,0
FBgn0266783,0,0,0,0
FBgn0266784,0,0,2,0
FBgn0266785,0,0,0,2
FBgn0266786,2,0,10,4
FBgn0266787,2,0,6,2
FBgn0266788,0,0,0,0
FBgn0266789,2,0,2,0
FBgn0266790,0,2,0,0
FBgn0266791,13,1,5,18
FBgn0266795,0,0,0,0
FBgn0266796,2,0,3,0
FBgn0266797,0,0,1,2
FBgn0266798,0,0,0,3
FBgn0266799,0,0,0,0
FBgn0266800,92,44,223,239
FBgn0266801,3535,1247,6042,5124
FBgn0266802,0,0,2,0
FBgn0266803,0,0,0,0
FBgn0266804,0,0,2,0
FBgn0266805,78,20,55,45
FBgn0266806,0,0,0,0
FBgn0266807,0,0,2,2
FBgn0266808,34,10,63,39
FBgn0266809,1,0,0,5
FBgn0266810,2,0,0,4
FBgn0266811,0,0,25,24
FBgn0266812,5,0,4,0
FBgn0266813,0,0,0,0
FBgn0266814,0,0,0,2
FBgn0266815,0,0,0,0
FBgn0266816,0,2,0,0
FBgn0266817,0,0,0,0
FBgn0266818,1,0,15,12
FBgn0266819,37,8,71,54
FBgn0266820,4,0,4,6
FBgn0266821,6,2,8,0
FBgn0266822,0,0,4,2
FBgn0266823,0,0,0,0
FBgn0266824,6,0,5,0
FBgn0266825,0,0,0,0
FBgn0266826,0,0,0,0
FBgn0266827,0,0,0,0
FBgn0266828,13,2,19,7
FBgn0266829,0,0,0,0
FBgn0266830,0,0,0,7
FBgn0266831,0,0,0,0
FBgn0266832,0,0,0,0
FBgn0266833,2,1,0,0
FBgn0266834,0,2,2,0
FBgn0266835,1,0,0,0
FBgn0266836,6,4,15,5
FBgn0266837,4,1,4,3
FBgn0266838,0,0,0,0
FBgn0266839,0,0,0,0
FBgn0266840,0,0,0,0
FBgn0266841,0,0,0,2
FBgn0266842,0,0,0,1
FBgn0266843,0,0,0,0
FBgn0266844,0,0,2,0
FBgn0266845,0,0,0,0
FBgn0266846,9,2,4,19
FBgn0266847,1,0,1,0
FBgn0266848,419,157,548,538
FBgn0266849,0,0,0,0
FBgn0266850,2,0,0,0
FBgn0266851,51,35,140,165
FBgn0266852,0,0,0,0
FBgn0266853,0,0,0,2
FBgn0266854,4,2,170,186
FBgn0266855,0,0,0,0
FBgn0266856,0,0,0,0
FBgn0266857,0,0,0,0
FBgn0266858,6,1,0,3
FBgn0266859,0,2,2,0
FBgn0266860,0,0,0,0
FBgn0266861,0,0,0,0
FBgn0266862,0,0,0,0
FBgn0266863,0,0,2,2
FBgn0266864,29,8,37,43
FBgn0266865,0,0,0,4
FBgn0266866,7,2,6,4
FBgn0266867,0,0,0,0
FBgn0266868,6,0,6,12
FBgn0266869,0,0,3,3
FBgn0266870,0,0,0,0
FBgn0266871,57,15,47,81
FBgn0266872,19,6,25,36
FBgn0266873,0,0,0,0
FBgn0266874,0,0,0,0
FBgn0266875,0,0,0,0
FBgn0266876,2,3,24,18
FBgn0266877,9,0,33,17
FBgn0266878,4,2,15,7
FBgn0266879,10,0,7,9
FBgn0266880,0,0,1,0
FBgn0266881,0,0,0,0
FBgn0266882,0,0,0,0
FBgn0266883,0,0,0,0
FBgn0266884,10,0,23,16
FBgn0266885,0,0,0,0
FBgn0266886,202,85,239,206
FBgn0266887,0,0,0,0
FBgn0266888,0,0,0,0
FBgn0266889,13,8,14,20
FBgn0266891,0,0,0,0
FBgn0266892,0,0,0,0
FBgn0266893,0,0,0,0
FBgn0266894,0,0,5,0
FBgn0266895,2,0,0,8
FBgn0266896,0,0,0,0
FBgn0266897,0,0,0,2
FBgn0266898,2,2,15,16
FBgn0266899,6,0,2,4
FBgn0266900,0,0,0,2
FBgn0266901,32,6,28,35
FBgn0266902,0,0,0,0
FBgn0266903,4,0,0,0
FBgn0266904,0,0,0,0
FBgn0266905,0,0,0,0
FBgn0266906,0,0,4,3
FBgn0266907,0,0,0,0
FBgn0266909,0,0,0,2
FBgn0266910,0,0,1,6
FBgn0266911,1,2,2,6
FBgn0266912,0,0,0,0
FBgn0266913,0,0,0,0
FBgn0266914,0,0,0,0
FBgn0266915,7,2,4,4
FBgn0266916,39,16,120,99
FBgn0266917,238,89,422,350
FBgn0266918,1538,672,2546,2234
FBgn0266925,8,12,26,37
FBgn0266926,2,0,6,4
FBgn0266927,0,2,0,0
FBgn0266928,0,0,0,0
FBgn0266929,19,2,38,36
FBgn0266930,2,0,4,2
FBgn0266931,29,4,44,42
FBgn0266932,0,0,0,0
FBgn0266933,0,2,1,1
FBgn0266934,0,0,3,2
FBgn0266935,2,0,0,0
FBgn0266936,3,6,6,4
FBgn0266937,13,6,17,32
FBgn0266938,2,0,0,0
FBgn0266939,1,0,0,0
FBgn0266940,0,0,0,2
FBgn0266941,0,0,0,0
FBgn0266942,0,0,2,0
FBgn0266943,0,0,0,0
FBgn0266944,0,0,0,0
FBgn0266945,19,4,15,17
FBgn0266946,0,0,0,0
FBgn0266947,14,3,27,13
FBgn0266948,0,0,0,2
FBgn0266949,0,1,2,0
FBgn0266950,1,0,2,2
FBgn0266951,0,2,4,6
FBgn0266952,0,0,3,2
FBgn0266953,0,0,15,12
FBgn0266954,2,2,2,4
FBgn0266955,0,0,0,2
FBgn0266956,0,0,4,2
FBgn0266957,0,0,0,0
FBgn0266958,93,27,105,88
FBgn0266959,4,0,0,0
FBgn0266960,0,2,11,10
FBgn0266961,0,0,0,0
FBgn0266962,7,0,0,2
FBgn0266963,0,0,2,2
FBgn0266964,2,0,0,1
FBgn0266965,0,0,4,0
FBgn0266966,14,0,12,15
FBgn0266967,0,0,0,2
FBgn0266968,0,0,0,0
FBgn0266969,0,0,2,0
FBgn0266970,0,0,0,0
FBgn0266971,0,0,0,0
FBgn0266972,0,0,4,0
FBgn0266973,0,0,2,0
FBgn0266974,40,17,16,22
FBgn0266975,2,0,2,4
FBgn0266976,1,0,0,0
FBgn0266977,1,0,5,3
FBgn0266978,47,10,160,136
FBgn0266979,46,10,128,116
FBgn0266980,12,4,43,33
FBgn0266981,4,0,11,6
FBgn0266982,2,0,2,6
FBgn0266983,2,0,0,0
FBgn0266984,0,2,0,0
FBgn0266985,9,9,26,27
FBgn0266986,2,0,2,0
FBgn0266987,0,0,0,0
FBgn0266988,1,0,2,2
FBgn0266989,0,2,2,2
FBgn0266990,0,0,2,2
FBgn0266991,0,0,0,0
FBgn0266992,0,0,0,0
FBgn0266993,8,0,2,8
FBgn0266994,0,0,0,0
FBgn0266995,0,0,0,2
FBgn0267001,6462,2497,11614,9526
FBgn0267002,10333,4111,17832,15008
FBgn0267003,22,11,14,8
FBgn0267004,0,0,0,0
FBgn0267005,1,0,2,0
FBgn0267006,2,0,0,0
FBgn0267007,2,0,0,0
FBgn0267008,0,0,0,2
FBgn0267009,0,0,0,0
FBgn0267010,0,0,0,0
FBgn0267011,8,0,9,2
FBgn0267012,200,56,66,49
FBgn0267013,171,55,21,18
FBgn0267014,0,0,0,1
FBgn0267017,25,3,9,6
FBgn0267018,0,0,0,0
FBgn0267019,0,0,0,0
FBgn0267020,22,6,27,25
FBgn0267021,0,0,0,4
FBgn0267022,0,0,1,0
FBgn0267023,10,7,21,12
FBgn0267024,0,0,0,0
FBgn0267025,3,2,9,16
FBgn0267026,2,0,1,1
FBgn0267027,0,0,2,0
FBgn0267028,0,0,0,6
FBgn0267029,50,19,76,97
FBgn0267030,0,0,0,1
FBgn0267031,0,0,0,0
FBgn0267032,0,0,0,0
FBgn0267033,4794,1926,7541,6997
FBgn0267034,0,0,0,0
FBgn0267035,21,3,94,81
FBgn0267036,11,10,29,36
