Geneid,CHD1fem1,CHD1fem2,CHD1male1,CHD1male2,OREfem1,OREfem2,OREmale1,OREmale2
FBgn0267904,0,0,0,0,0,0,0,0
FBgn0267905,0,0,0,0,0,0,0,0
FBgn0267910,1020,476,1695,1034,4668,3379,3051,3886
FBgn0267912,784,481,1991,827,2223,1564,3204,2916
FBgn0267913,128,61,270,80,385,266,515,452
FBgn0267914,0,0,0,0,1,0,0,0
FBgn0267915,0,0,5,0,0,0,2,0
FBgn0267916,0,0,0,0,0,0,0,0
FBgn0267917,0,0,0,0,0,0,0,0
FBgn0267918,0,0,0,0,0,0,0,0
FBgn0267919,0,0,2,2,5,0,2,0
FBgn0267921,0,0,0,0,0,0,0,0
FBgn0267922,4,2,6,0,2,4,2,6
FBgn0267923,4,6,15,2,13,10,24,38
FBgn0267924,0,0,2,1,3,2,4,5
FBgn0267925,0,0,0,0,0,0,0,0
FBgn0267926,0,0,7,0,2,0,1,0
FBgn0267927,4,0,4,0,13,16,13,17
FBgn0267928,0,0,0,0,0,0,0,0
FBgn0267929,2,0,4,2,4,4,6,4
FBgn0267930,0,0,0,0,0,0,0,0
FBgn0267932,0,0,0,0,0,0,0,4
FBgn0267933,0,0,0,0,0,0,0,0
FBgn0267934,2,2,2,2,1,0,0,0
FBgn0267935,0,0,0,0,0,0,0,0
FBgn0267936,2,0,0,2,75,55,94,77
FBgn0267937,0,0,2,0,0,0,0,2
FBgn0267938,2,0,2,0,2,3,0,4
FBgn0267939,0,0,0,0,0,2,2,2
FBgn0267940,0,0,0,0,0,0,0,0
FBgn0267941,0,0,2,0,0,0,0,0
FBgn0267944,0,0,0,0,0,0,0,0
FBgn0267945,0,0,0,0,0,2,4,0
FBgn0267946,2,0,0,0,2,1,0,4
FBgn0267947,0,0,0,0,0,0,0,0
FBgn0267948,0,0,2,0,0,0,0,0
FBgn0267949,0,0,0,0,0,0,4,0
FBgn0267950,0,0,2,2,0,0,0,0
FBgn0267951,2,0,0,0,2,2,2,4
FBgn0267952,0,0,0,0,2,0,0,0
FBgn0267953,0,0,0,0,0,0,0,0
FBgn0267954,0,0,0,0,0,0,2,0
FBgn0267955,2,2,8,0,12,10,21,16
FBgn0267956,0,0,0,0,0,0,2,0
FBgn0267957,0,0,0,0,1,0,0,0
FBgn0267958,2,0,4,0,8,4,5,4
FBgn0267959,0,0,2,0,0,0,0,0
FBgn0267960,0,0,0,0,0,0,0,0
FBgn0267961,0,0,2,0,4,0,2,3
FBgn0267962,0,0,0,0,0,0,0,0
FBgn0267963,0,0,0,0,0,1,1,2
FBgn0267964,0,0,0,0,0,0,0,0
FBgn0267965,4,0,0,2,0,0,0,2
FBgn0267966,9,0,9,0,7,17,13,14
FBgn0267967,0,0,0,0,0,0,2,0
FBgn0267969,0,0,0,2,0,0,4,0
FBgn0267970,7,6,9,6,21,19,12,9
FBgn0267972,81,68,166,72,191,136,209,218
FBgn0267975,307,160,701,275,713,602,921,833
FBgn0267976,108,56,169,74,285,185,292,273
FBgn0267977,2,0,18,4,10,8,28,44
FBgn0267978,461,303,850,371,923,553,1000,843
FBgn0267982,6,2,15,14,30,22,59,36
FBgn0267983,49,19,108,41,104,79,136,73
FBgn0267984,0,0,4,4,3,9,8,1
FBgn0267985,2,0,0,1,0,0,0,0
FBgn0267986,0,0,0,0,0,0,2,0
FBgn0267987,12,10,45,22,24,34,17,21
FBgn0267988,4,2,14,2,14,13,7,14
FBgn0267989,0,0,2,2,0,3,7,5
FBgn0267990,0,0,0,0,0,0,0,0
FBgn0267991,15,2,13,2,39,15,34,41
FBgn0267992,6,9,14,4,14,16,17,20
FBgn0267993,0,4,4,0,4,0,1,0
FBgn0267994,0,0,2,0,0,0,2,1
FBgn0267995,0,0,1,0,2,3,0,0
FBgn0267996,5,8,23,6,19,7,18,9
FBgn0268063,390,340,1059,575,1079,826,2148,1855
FBgn0270924,237,135,454,144,534,407,708,657
FBgn0270925,4,9,29,6,19,8,32,13
FBgn0270926,255,176,843,330,761,413,990,884
FBgn0270927,50,43,111,34,102,75,139,140
FBgn0270928,1938,1125,4731,1858,3271,2390,5242,4887
FBgn0275432,0,0,0,0,0,0,0,0
FBgn0275433,4,8,8,8,11,9,20,21
FBgn0275434,0,0,0,0,0,0,0,0
FBgn0275436,79,46,157,68,157,157,278,217
FBgn0278597,0,0,0,0,0,0,0,0
FBgn0278598,23,17,26,7,69,81,97,128
FBgn0278599,0,0,0,0,0,0,0,0
FBgn0278600,0,0,0,0,0,0,0,0
FBgn0278604,48,26,88,42,153,197,187,129
FBgn0278608,502,280,1027,462,1335,962,1720,1648
FBgn0283426,10,5,25,8,28,42,27,29
FBgn0283427,14214,8944,20443,6804,39603,9047,51992,41742
FBgn0283428,25,6,25,19,19,23,36,18
FBgn0283429,0,0,0,0,0,0,0,0
FBgn0283430,0,0,0,0,0,0,1,0
FBgn0283431,0,0,0,0,0,0,0,0
FBgn0283432,0,0,0,0,0,0,0,0
FBgn0283433,0,0,0,0,0,0,0,0
FBgn0283434,0,2,0,0,0,0,0,0
FBgn0283435,0,0,0,0,0,0,0,0
FBgn0283437,22,37,64,23,173,104,115,102
FBgn0283438,191,86,433,171,440,344,635,559
FBgn0283439,8,4,16,6,12,9,8,10
FBgn0283440,0,0,0,0,0,0,4,4
FBgn0283442,0,0,2,0,0,2,4,0
FBgn0283450,28,8,29,16,38,37,39,42
FBgn0283451,711,412,1207,421,1409,1285,1856,1686
FBgn0283461,215,810,967,103,15,11,20,6
FBgn0283467,28,8,37,27,41,53,54,43
FBgn0283468,334,118,661,275,788,536,1030,908
FBgn0283469,278,169,553,192,644,513,947,737
FBgn0283471,281,177,399,289,925,684,874,842
FBgn0283472,571,317,955,303,1468,957,1490,1333
FBgn0283473,190,133,346,165,512,382,707,604
FBgn0283476,26,12,44,29,40,40,69,42
FBgn0283477,297,249,735,302,755,653,960,928
FBgn0283478,309,195,464,179,740,546,784,650
FBgn0283479,2,0,2,0,0,0,0,0
FBgn0283480,0,0,0,0,6,7,13,6
FBgn0283494,0,0,0,0,0,0,2,0
FBgn0283499,689,425,1344,542,2807,2298,3459,3045
FBgn0283500,349,258,635,316,853,722,1227,1069
FBgn0283501,2,0,0,0,2,4,4,0
FBgn0283503,276,172,558,189,640,500,982,874
FBgn0283508,16,10,24,12,14,28,14,10
FBgn0283509,385,274,748,398,1155,804,1674,1434
FBgn0283510,357,203,660,258,661,563,917,773
FBgn0283521,4475,2475,8153,3174,9942,7911,14505,12679
FBgn0283525,12,10,42,9,33,32,60,27
FBgn0283531,72,47,156,99,106,66,173,144
FBgn0283535,1535,812,2982,1192,2670,1764,3402,3199
FBgn0283536,298,202,727,322,740,569,952,884
FBgn0283545,0,0,3,2,0,0,2,3
FBgn0283625,14,6,9,10,11,18,19,33
FBgn0283626,0,0,0,0,0,0,0,0
FBgn0283627,0,0,0,0,0,0,0,0
FBgn0283649,70,36,159,64,182,101,228,207
FBgn0283651,168,87,289,139,213,207,405,364
FBgn0283652,8,12,24,5,39,24,41,30
FBgn0283657,1084,637,2076,872,2304,1974,3402,2884
FBgn0283658,942,473,1715,662,1965,1499,2618,2143
FBgn0283659,15,12,33,6,22,12,18,26
FBgn0283666,97,42,212,90,215,197,265,227
FBgn0283678,0,0,4,0,0,0,2,8
FBgn0283680,554,311,787,262,2203,1467,1809,1569
FBgn0283681,6,8,54,12,38,33,67,60
FBgn0283682,318,168,620,243,662,420,936,851
FBgn0283712,701,395,1153,414,1550,1284,2223,1883
FBgn0283724,322,220,756,299,829,640,1187,1088
FBgn0283728,0,0,0,0,0,0,0,0
FBgn0283741,242,122,345,137,435,515,636,636
FBgn0284080,0,0,0,0,0,14,2,2
FBgn0284081,1,0,0,0,1,0,0,0
FBgn0284082,2,0,0,0,2,0,4,0
FBgn0284083,0,0,0,0,0,0,0,0
FBgn0284084,30,10,47,12,61,25,68,52
FBgn0284220,214,151,454,220,480,323,795,713
FBgn0284221,178,133,356,118,271,183,340,282
FBgn0284222,0,0,0,0,0,0,0,0
FBgn0284223,0,0,0,0,0,0,0,0
FBgn0284224,0,0,0,0,0,0,0,0
FBgn0284225,0,0,0,0,0,0,0,0
FBgn0284226,0,0,0,0,0,0,0,0
FBgn0284227,0,0,0,0,0,0,0,0
FBgn0284228,0,0,0,0,0,0,0,0
FBgn0284229,0,0,0,0,0,0,0,0
FBgn0284230,0,0,0,0,0,0,0,0
FBgn0284231,0,0,0,0,0,0,0,0
FBgn0284232,0,0,0,0,0,0,0,0
FBgn0284233,0,0,0,0,0,0,0,0
FBgn0284234,0,0,0,0,0,0,0,0
FBgn0284235,0,0,0,0,0,0,0,0
FBgn0284236,0,0,0,0,0,0,0,0
FBgn0284237,0,0,0,0,0,0,0,0
FBgn0284238,5,6,13,0,7,16,19,28
FBgn0284243,1137,841,2782,1021,2817,1927,4639,3665
FBgn0284244,10,4,8,4,6,8,14,15
FBgn0284245,24514,16408,28406,10782,79455,65962,51544,42547
FBgn0284246,16,16,38,8,110,48,60,65
FBgn0284247,275,146,519,202,313,260,621,432
FBgn0284248,369,304,635,310,1260,794,1529,1450
FBgn0284249,104,76,297,108,374,263,568,372
FBgn0284251,91,54,163,61,296,168,268,194
FBgn0284252,675,467,1205,562,1360,837,1884,1728
FBgn0284253,189,121,318,115,498,371,404,385
FBgn0284254,74,37,103,31,116,93,192,151
FBgn0284255,39,47,78,44,102,77,173,82
FBgn0284256,363,205,697,308,801,467,1041,951
FBgn0284257,1081,582,2076,836,3202,2583,4370,4009
FBgn0284408,3266,1818,5062,2129,6576,5036,9994,8311
FBgn0284409,2,0,0,0,0,0,2,0
FBgn0284410,0,0,0,0,0,0,0,0
FBgn0284411,2,0,0,0,2,0,0,0
FBgn0284412,0,0,0,0,0,0,0,0
FBgn0284413,0,0,0,0,0,0,0,0
FBgn0284414,0,0,0,0,0,2,0,0
FBgn0284415,0,0,0,0,0,0,0,0
FBgn0284416,2,0,0,0,0,0,4,2
FBgn0284417,0,0,0,0,0,0,0,0
FBgn0284418,0,0,0,0,0,0,0,0
FBgn0284419,0,0,4,0,0,0,0,0
FBgn0284420,0,0,2,0,0,0,0,0
FBgn0284421,148,91,312,131,297,187,464,377
FBgn0284435,32,33,187,59,382,282,507,397
FBgn0284436,311,165,474,187,941,1017,1202,994
FBgn0284442,2,2,24,14,23,18,90,72
FBgn0284444,6,11,29,4,31,23,68,35
FBgn0285879,500,314,660,210,985,644,851,822
FBgn0285892,118,80,297,76,311,171,407,404
FBgn0285896,46,19,53,35,74,28,96,74
FBgn0285910,567,367,1098,483,1467,1026,2089,1765
FBgn0285911,90,63,234,80,203,150,303,313
FBgn0285912,18,14,49,12,10,12,34,14
FBgn0285913,311,136,618,252,650,472,1024,869
FBgn0285917,2422,1377,4642,1658,4089,3150,7035,5784
FBgn0285925,5413,2749,10510,4485,11570,8684,17996,16131
FBgn0285926,540,292,820,357,1543,1084,1382,1362
FBgn0285937,193,86,433,141,554,416,546,558
FBgn0285938,0,0,8,2,14,10,18,12
FBgn0285940,0,0,2,0,0,0,0,0
FBgn0285941,0,0,0,0,0,0,0,0
FBgn0285943,0,0,7,0,2,0,2,2
FBgn0285944,3800,2098,7975,3272,11776,8710,16331,15191
FBgn0285947,1774,1253,2560,1063,4936,4340,4682,4142
FBgn0285948,1293,840,1685,722,4249,3703,3525,3118
FBgn0285949,1207,843,1611,671,4130,3555,3209,2961
FBgn0285950,1737,1116,2391,965,5629,4403,4755,4347
FBgn0285951,31,10,36,8,50,28,42,44
FBgn0285952,635,465,1020,383,2270,1785,1675,1745
FBgn0285954,112,97,240,145,308,251,355,333
FBgn0285955,1499,902,2183,833,3996,2400,4969,4053
FBgn0285958,0,0,0,0,0,0,0,0
FBgn0285959,0,0,0,0,0,0,0,0
FBgn0285963,370,264,856,379,957,733,1470,1261
FBgn0285966,0,0,0,0,0,0,0,0
FBgn0285969,0,0,0,0,0,0,1,2
FBgn0285970,0,0,0,0,0,0,0,0
FBgn0285971,36,28,77,32,62,63,98,78
FBgn0285991,940,549,1826,793,1950,1633,2951,2631
FBgn0285992,45,43,184,33,165,108,263,201
FBgn0285993,0,0,0,0,0,0,0,0
FBgn0285994,0,0,0,0,0,0,0,0
FBgn0286027,20,8,58,18,60,37,84,58
FBgn0286028,132,82,301,96,396,309,516,480
FBgn0286029,0,2,1,0,4,10,4,4
FBgn0286030,4,0,4,0,10,8,14,6
FBgn0286031,0,0,0,0,0,0,0,0
FBgn0286032,2,2,2,3,5,0,0,2
FBgn0286033,0,0,0,0,0,0,0,0
FBgn0286034,18,14,59,24,93,61,89,80
FBgn0286035,3,1,1,4,9,11,5,12
FBgn0286036,0,0,0,0,0,0,0,0
FBgn0286037,10,5,30,2,26,21,30,18
FBgn0286038,0,0,0,0,0,0,0,0
FBgn0286039,0,0,0,0,0,3,2,2
FBgn0286040,6,0,0,0,3,4,7,5
FBgn0286041,0,0,0,0,0,3,8,10
FBgn0286042,11,5,7,2,34,11,19,12
FBgn0286051,90,32,108,66,190,137,211,196
FBgn0286070,269,197,617,224,719,525,1104,963
FBgn0286071,263,138,338,137,577,402,632,542
FBgn0286075,54,59,167,90,151,107,247,184
FBgn0286198,134,120,189,90,424,473,536,484
FBgn0286199,2,4,16,4,22,8,19,22
FBgn0286203,355,179,521,174,627,476,802,653
FBgn0286204,2,0,0,0,0,6,6,0
FBgn0286213,1190,800,1171,506,3627,2907,2401,1973
FBgn0286222,559,389,927,339,1142,1064,1390,1124
FBgn0286506,136,83,236,119,266,299,377,303
FBgn0286507,20,2,49,2,78,32,86,93
FBgn0286508,0,0,0,0,0,0,0,0
FBgn0286511,117,106,185,93,220,159,232,198
FBgn0286516,3248,2012,7711,3535,13551,8807,14607,14941
FBgn0286567,292,195,600,231,605,439,894,770
FBgn0286723,32,14,30,8,872,481,61,52
FBgn0286726,0,0,0,0,0,2,0,1
FBgn0286727,0,0,0,0,1,0,0,0
FBgn0286728,0,0,2,0,0,0,0,0
FBgn0286729,0,0,0,0,0,0,0,0
FBgn0286730,6,0,5,2,10,4,3,14
FBgn0286731,4,3,3,6,14,17,9,16
FBgn0286732,1,2,11,2,8,4,17,10
FBgn0286733,5,4,13,1,8,5,18,18
FBgn0286734,5,4,19,2,31,24,44,28
FBgn0286735,0,0,0,0,0,0,0,0
FBgn0286736,8,6,7,3,29,30,18,15
FBgn0286737,0,0,0,0,0,0,0,0
FBgn0286738,0,0,0,0,0,0,0,0
FBgn0286739,0,0,0,0,0,2,0,0
FBgn0286740,0,0,0,0,0,0,1,0
FBgn0286741,0,0,0,0,0,0,0,0
FBgn0286758,0,0,0,0,0,0,0,0
FBgn0286778,2856,1423,4152,2104,7870,7819,11362,10141
FBgn0286781,965,525,1599,602,1833,1412,2458,2204
FBgn0286782,26,4,69,35,28,8,27,30
FBgn0286783,328,228,664,255,1183,1310,1387,1162
FBgn0286784,803,539,1550,646,1850,1778,2501,2114
FBgn0286785,258,232,425,112,638,421,888,817
FBgn0286786,9,9,14,10,104,36,37,46
FBgn0286788,4,8,10,4,34,12,32,19
FBgn0286809,120,111,249,104,284,265,479,410
FBgn0286813,805,440,1502,594,1694,1328,2159,2121
FBgn0286818,1341,984,2087,803,3294,2337,3576,2959
FBgn0286827,430,208,734,280,1651,1063,1690,1635
FBgn0286828,63,43,161,38,161,95,161,163
FBgn0286833,0,1,6,0,2,0,1,2
FBgn0286834,0,0,0,0,0,0,0,0
FBgn0286852,33,18,60,20,42,45,114,68
FBgn0286867,0,0,0,0,0,0,0,0
FBgn0286868,0,0,0,0,0,0,0,0
FBgn0286869,3,8,2,0,4,8,6,3
FBgn0286870,0,0,0,0,0,0,0,0
FBgn0286871,0,0,0,0,2,0,1,0
FBgn0286872,0,0,8,3,6,3,7,4
FBgn0286873,6,0,4,2,4,0,11,7
FBgn0286874,0,0,0,0,0,0,0,0
FBgn0286875,5,0,23,3,18,11,35,30
FBgn0286876,0,0,2,0,0,0,0,2
FBgn0286877,4,4,6,4,4,6,22,13
FBgn0286878,3,1,0,0,0,3,1,4
FBgn0286879,6,4,2,2,10,4,10,7
FBgn0286880,0,1,0,0,5,8,10,11
FBgn0286881,0,0,0,0,0,1,0,0
FBgn0286882,0,0,0,0,0,0,0,0
FBgn0286883,2,0,25,8,23,8,25,21
FBgn0286884,0,0,0,0,4,0,2,2
FBgn0286885,0,0,0,0,0,0,0,1
FBgn0286889,0,0,0,0,0,0,0,4
FBgn0286890,0,2,11,4,10,8,1,4
FBgn0286891,0,0,5,4,0,3,4,4
FBgn0286892,0,0,0,0,0,0,0,0
FBgn0286893,0,0,0,0,0,0,0,0
FBgn0286898,546,344,1039,454,1057,901,1563,1319
FBgn0286913,2,0,0,0,0,0,2,0
FBgn0286914,3,2,14,6,9,6,23,16
FBgn0286915,0,0,0,0,0,0,0,0
FBgn0286916,0,0,0,0,0,0,0,0
FBgn0286917,0,0,0,0,0,0,0,0
FBgn0286918,0,0,2,2,2,2,12,6
FBgn0286919,0,0,0,0,0,0,0,0
FBgn0286920,0,0,2,0,0,0,0,0
FBgn0286921,0,0,0,0,0,0,0,0
FBgn0286925,1,2,4,0,5,6,6,2
FBgn0286926,0,0,0,0,0,0,0,0
FBgn0286927,0,0,5,0,1,8,2,2
FBgn0286928,0,0,6,2,2,14,6,4
FBgn0286929,0,0,0,0,0,0,0,0
FBgn0286930,0,0,0,0,0,0,0,0
FBgn0286931,0,0,0,0,0,0,0,0
FBgn0286932,0,0,0,0,0,0,0,0
FBgn0286933,0,2,0,0,0,0,0,0
FBgn0286937,0,0,0,0,0,0,2,4
FBgn0286938,0,0,0,0,0,0,0,0
FBgn0286939,0,0,0,0,0,0,0,0
FBgn0286940,0,0,0,0,0,0,0,0
FBgn0286941,0,0,0,0,0,0,0,0
FBgn0286976,0,0,0,0,0,2,0,0
FBgn0286977,0,0,0,0,0,0,0,0
FBgn0286979,0,0,0,0,0,0,0,0
FBgn0286980,0,0,0,0,0,0,0,0
FBgn0287182,1517,937,2952,1278,3703,3103,3995,3908
FBgn0287183,583,318,1275,539,1843,1556,1964,2237
FBgn0287184,19,10,21,6,157,168,188,145
FBgn0287185,2,4,4,0,0,6,12,6
FBgn0287186,167,98,415,185,460,382,714,693
FBgn0287187,93,56,283,152,327,316,360,394
FBgn0287204,41,24,105,32,94,83,153,155
FBgn0287209,210,93,356,149,444,324,458,406
FBgn0287210,0,0,0,0,0,0,0,0
FBgn0287211,0,0,0,0,0,0,0,0
FBgn0287212,0,0,0,0,0,3,1,0
FBgn0287213,0,0,1,0,2,0,0,0
FBgn0287214,0,0,0,0,2,4,5,0
FBgn0287215,2,0,6,2,6,4,4,0
FBgn0287216,0,0,0,0,0,0,0,0
FBgn0287217,5,4,5,2,5,10,10,10
FBgn0287218,61,45,141,80,139,85,202,176
FBgn0287225,133,78,217,105,366,284,433,392
FBgn0287234,203,90,479,168,493,237,641,511
FBgn0287423,3988,3161,7829,4009,3948,2779,3874,3266
FBgn0287454,83,47,184,59,399,928,426,438
FBgn0287460,0,0,0,0,0,0,0,0
FBgn0287461,45,25,72,39,96,92,125,114
FBgn0287462,0,0,1,0,2,7,11,7
FBgn0287463,0,0,0,0,0,0,0,0
FBgn0287464,0,0,0,0,0,0,0,0
FBgn0287465,0,0,0,0,0,0,0,0
FBgn0287466,0,0,0,0,0,0,2,0
FBgn0287478,1210,684,2455,976,2939,2271,4865,4081
FBgn0287585,437,320,772,299,1248,586,1541,1341
FBgn0287586,0,0,0,0,0,0,0,0
FBgn0287587,0,0,0,0,0,0,0,0
FBgn0287588,0,0,0,0,0,0,0,0
FBgn0287589,0,0,0,0,0,0,0,0
FBgn0287590,0,0,0,0,0,0,0,0
FBgn0287591,0,0,2,0,0,0,0,0
FBgn0287592,20,9,57,13,82,58,110,104
FBgn0287594,0,0,0,0,0,0,0,0
FBgn0287595,0,0,0,0,0,0,0,0
FBgn0287596,0,0,0,0,0,0,0,0
FBgn0287597,63,31,170,34,137,92,110,122
FBgn0287598,0,0,0,0,0,0,0,0
FBgn0287599,0,0,0,0,0,0,0,0
FBgn0287600,0,0,0,0,2,0,2,0
FBgn0287601,0,0,0,2,2,5,8,3
FBgn0287602,42,26,108,30,108,119,190,185
FBgn0287603,110,58,156,30,230,180,301,233
FBgn0287604,0,0,0,0,5,4,0,0
FBgn0287605,2,0,12,4,28,42,74,53
FBgn0287606,42,20,126,44,111,140,130,147
FBgn0287607,6,4,24,12,24,16,40,42
FBgn0287608,12,16,46,14,87,60,81,70
FBgn0287609,8,4,31,10,42,56,61,70
FBgn0287610,0,0,0,0,0,0,0,0
FBgn0287611,0,0,0,0,0,0,0,0
FBgn0287612,2,5,17,14,4,6,19,14
FBgn0287613,15,17,35,19,41,45,33,50
FBgn0287614,54,19,67,29,112,135,207,165
FBgn0287615,12,10,32,16,34,25,57,52
FBgn0287616,0,0,2,0,7,2,0,0
FBgn0287617,75,54,167,61,296,402,465,563
FBgn0287618,25,21,91,49,105,92,122,150
FBgn0287619,13,2,32,18,32,36,33,41
FBgn0287620,4,12,12,6,4,11,12,13
FBgn0287621,0,0,0,0,0,2,2,2
FBgn0287630,0,0,0,0,0,0,0,0
FBgn0287631,101,31,175,58,265,168,327,308
FBgn0287632,11,6,10,6,18,4,18,14
FBgn0287633,2,0,6,6,2,2,8,6
FBgn0287645,4,0,4,2,2,2,8,2
FBgn0287667,59,35,80,33,203,166,209,129
FBgn0287668,0,0,0,6,0,1,1,3
FBgn0287669,0,0,0,0,0,2,2,0
FBgn0287670,0,0,0,0,2,1,6,4
FBgn0287695,55,33,109,33,129,121,163,131
FBgn0287696,36,18,68,28,76,76,126,105
FBgn0287720,3,2,2,4,3,6,10,4
FBgn0287724,1045,558,2231,884,2421,1904,3619,3439
FBgn0287725,1142,637,2009,751,2117,1960,3489,2986
FBgn0287767,81,41,191,48,217,158,229,252
FBgn0287768,4,4,8,2,0,6,10,10
FBgn0287774,71,24,99,31,134,52,135,96
FBgn0287775,696,403,1477,578,1316,857,1458,1274
FBgn0287788,0,0,0,0,0,0,0,0
FBgn0287825,891,517,1764,738,1894,1297,2592,2345
FBgn0287828,255,129,409,199,756,344,843,739
FBgn0287831,255,88,558,207,487,346,934,789
FBgn0287844,251,137,415,185,341,393,552,426
FBgn0287864,136,83,345,139,251,189,502,404
FBgn0287873,1468,841,2988,1112,2677,2140,4418,3795
FBgn0288229,1096,622,2208,941,3002,2257,4086,3490
FBgn0288232,14,24,65,31,36,56,103,80
FBgn0288310,2115,1259,3704,1433,2953,2646,4753,3855
FBgn0288433,18,4,23,0,27,26,82,43
FBgn0288447,25,11,27,6,23,2,53,42
FBgn0288469,126,87,343,84,278,247,432,400
FBgn0288470,219,127,470,200,486,388,701,698
FBgn0288631,78,50,160,52,176,149,265,166
FBgn0288686,52,48,114,50,53,62,169,116
FBgn0288690,2,0,4,0,0,2,10,6
FBgn0288700,104,54,205,72,213,154,396,288
FBgn0288701,6,0,12,2,2,1,0,9
FBgn0288705,1,2,6,2,10,6,4,11
FBgn0288728,0,0,1,0,0,0,2,0
FBgn0288729,0,0,0,0,0,0,0,0
FBgn0288730,0,0,0,0,0,0,0,0
FBgn0288731,0,0,0,0,0,0,0,0
FBgn0288732,0,0,0,0,0,0,0,0
FBgn0288733,0,0,0,0,0,0,0,0
FBgn0288734,0,0,0,0,0,0,0,0
FBgn0288735,0,0,0,0,0,0,0,0
FBgn0288736,0,0,0,0,0,0,0,0
FBgn0288737,0,0,0,0,0,0,0,0
FBgn0288738,0,0,0,0,0,0,0,0
FBgn0288739,0,0,0,0,0,0,0,0
FBgn0288740,0,0,0,0,0,0,0,0
FBgn0288741,0,0,0,0,0,0,0,0
FBgn0288742,0,0,0,0,0,0,0,0
FBgn0288743,0,0,0,0,0,0,0,0
FBgn0288744,0,0,0,0,0,0,0,0
FBgn0288745,0,0,0,0,0,0,0,0
FBgn0288746,0,0,0,0,0,0,0,0
FBgn0288747,0,0,0,0,0,0,0,0
FBgn0288748,0,0,0,0,0,0,0,0
FBgn0288809,4,2,6,0,0,2,4,5
FBgn0288810,6,3,12,6,34,8,39,23
FBgn0288811,0,0,0,0,0,0,0,0
FBgn0288833,4,6,20,2,12,10,20,17
FBgn0288834,6,0,3,4,12,4,18,10
FBgn0288835,0,0,0,0,0,0,0,0
FBgn0288846,155,66,225,83,412,430,520,426
FBgn0288856,10,6,43,14,45,46,97,70
FBgn0288857,58,48,209,58,168,149,256,193
FBgn0288875,148,102,352,131,366,292,537,443
FBgn0288888,30,12,87,28,117,83,187,130
FBgn0288966,251,190,461,156,547,469,908,729
FBgn0288967,43,34,60,16,88,92,119,102
FBgn0288976,140,72,225,78,309,174,395,374
FBgn0289108,16,8,18,16,40,31,47,47
FBgn0289122,64,48,149,46,201,195,298,235
FBgn0289323,94,51,140,59,197,177,288,233
FBgn0289438,0,2,0,5,0,2,0,4
FBgn0289439,0,0,0,0,2,0,0,0
FBgn0289440,0,1,4,2,0,2,0,8
FBgn0289441,2,0,2,0,0,0,0,2
FBgn0289442,0,0,0,0,9,6,6,6
FBgn0289443,0,0,1,0,0,0,0,0
FBgn0289444,0,0,6,0,1,2,3,6
FBgn0289556,1254,727,1918,738,2249,1875,3390,2901
FBgn0289578,283,230,653,308,458,356,886,709
FBgn0289579,772,538,1449,628,1521,1264,2260,1827
FBgn0289650,1869,1278,3554,1364,5038,3082,7414,5933
FBgn0003295,14,10,96,12,25,13,31,38
FBgn0052330,0,0,0,0,0,0,0,2
FBgn0052328,0,1,0,0,0,0,0,2
FBgn0052329,0,0,0,0,0,2,0,0
FBgn0011851,0,0,0,0,0,0,0,0
FBgn0011852,0,0,0,0,0,0,0,0
FBgn0011853,0,0,0,0,0,0,0,0
FBgn0052324,0,0,0,0,0,0,0,0
FBgn0052320,0,0,0,0,0,0,0,0
FBgn0011854,0,0,0,0,0,0,0,0
FBgn0011855,0,0,0,0,0,0,0,0
FBgn0035216,0,0,2,0,0,0,0,0
FBgn0035217,0,0,2,0,0,0,0,0
FBgn0004635,151,58,293,100,308,215,521,533
FBgn0028567,0,0,2,0,6,4,4,12
FBgn0035227,1303,805,2366,747,1967,1779,2964,2495
FBgn0011204,346,200,582,268,961,533,1444,1151
FBgn0028577,1028,657,1985,683,2318,2028,3676,3163
FBgn0043458,248,154,535,235,549,406,845,826
FBgn0020248,10,6,30,4,34,32,58,54
FBgn0052319,0,0,0,0,0,0,3,1
FBgn0043865,0,0,0,0,2,0,0,2
FBgn0035218,0,0,0,0,0,0,0,2
FBgn0035213,67,43,107,50,192,120,157,175
FBgn0035211,21,12,47,22,62,39,102,80
FBgn0035210,4,0,7,0,5,7,8,10
FBgn0035208,0,0,2,2,2,2,2,3
FBgn0035206,75,44,160,46,202,208,284,213
FBgn0035204,84,42,231,74,169,151,293,214
FBgn0010333,195,110,367,146,377,317,495,452
FBgn0035194,4,0,0,0,4,2,14,9
FBgn0052318,0,0,0,0,0,0,0,0
FBgn0004378,4,0,0,0,0,6,0,4
FBgn0035193,2,0,14,2,8,2,14,16
FBgn0035229,800,471,1535,533,1444,1113,2558,1957
FBgn0041342,920,564,1659,563,2454,1377,3566,2837
FBgn0035231,182,82,408,144,287,287,628,568
FBgn0035233,12,13,36,4,50,47,47,51
FBgn0035234,69,32,99,46,114,178,232,205
FBgn0035236,426,209,789,285,954,780,1591,1287
FBgn0035237,3035,1695,5984,2135,5717,4460,10496,8624
FBgn0035244,216,145,392,141,608,510,902,707
FBgn0053230,57,24,91,44,138,170,148,135
FBgn0013753,80,52,165,58,136,168,235,206
FBgn0035248,6,0,14,2,15,16,26,20
FBgn0013755,0,0,2,0,0,0,2,4
FBgn0025712,30,24,111,35,100,77,164,122
FBgn0035252,94,52,196,55,216,160,236,240
FBgn0035254,14,4,32,4,34,55,46,44
