"id","chr","Auxin1","Auxin2","Control1","Control2"
"FBgn0005775","chr3L",0.0180742982749457,0.0272432146637063,0.0234319248328878,0.021995315987882
"FBgn0005777","chr3R",4.56973302391741,4.6867645311183,4.12445514282522,4.53487431169334
"FBgn0005778","chr2R",0.102312436821354,0.0311065235446315,0.0305098161930567,0.0283081728330567
"FBgn0005779","chr2L",0.0821740159990511,0.0599609910860318,0.117621553830246,0.122775491676402
"FBgn0008635","chrX",5.31683907059206,5.50615789914838,5.23688230895866,6.73007837341027
"FBgn0008636","chr2R",0.0244428526358979,0.0254793379843224,0.0124952876445206,0.0115936051532275
"FBgn0008646","chr3R",0.0172705447441144,0.0157525308770462,0.0257505911337515,0.0334493348520044
"FBgn0010014","chrX",0.558783308793548,0.479088318777394,0.389915450947265,0.315396596395379
"FBgn0010015","chr3R",0.187286576977131,0.141464298762728,0.133514757609175,0.0971608564002859
"FBgn0010019","chrX",0.267862762599892,0.244318665171443,0.179723978707036,0.262043213577992
"FBgn0010038","chr3R",1.99195195890524,2.46768518089601,2.47354276521798,3.20813085571899
"FBgn0010039","chr3R",75.6157574174785,67.5286717952274,90.3086054509404,91.5615121106831
"FBgn0010040","chr3R",2.94982017432174,3.70635946626745,3.52755000511683,4.09749071852626
"FBgn0010041","chr3R",6.46763374456989,8.59997125368544,9.52713557141708,10.1332461823026
"FBgn0010042","chr3R",0.223800246910895,0.204129073633063,0.0750799969731576,0.371531141264662
"FBgn0010043","chr3R",0.923657707780593,1.50065285704121,2.14324386944523,1.91670701354418
"FBgn0010051","chr3R",1.97945240028575,1.72878962540562,3.38775557766597,3.2439002384683
"FBgn0010052","chr2R",0.0877552310454296,0.100052358448085,0.0196266166584194,0.0364206492087045
"FBgn0010053","chr2R",2.38623797747952,2.29674536727086,3.7269595432346,3.92856815249609
"FBgn0010078","chr2R",14.4452518065005,13.0391143773583,11.807508316252,12.2248552876631
"FBgn0010097","chr2L",0.350926715667445,0.288073457174196,0.188364952148437,0.213610463600167
"FBgn0010100","chr2L",5.44931778885426,5.46134841063592,4.82430601280365,4.82893877496819
"FBgn0010105","chr3L",2.49138694796533,2.98199120533752,1.51593086146574,1.69673517325766
"FBgn0010113","chr3R",1.07013067719634,1.0171082295191,0.754442018640685,0.728153341642233
"FBgn0010114","chr2R",0.0537424144092438,0.0592308865398239,0.0440718245008212,0.047396991597641
"FBgn0010173","chr3R",9.09658954044991,9.31177985892807,5.59531181217761,5.78131583785534
"FBgn0010194","chrX",2.44921255477691,2.26868639487361,1.92328425479732,1.76190802990161
"FBgn0010198","chrX",8.48307639244363,7.95851680622639,7.8812697531894,8.02105506662302
"FBgn0010213","chr2R",10.1055714146061,10.2727504692844,7.29797503321651,7.53971899946216
"FBgn0010215","chr3L",0.963379879558733,0.926724641221996,0.944022706878595,0.835917614570298
"FBgn0010217","chr4",15.5271118435921,15.3029688798388,11.0909536221965,11.665853272029
"FBgn0010220","chr2R",4.60655508224925,4.87836590815266,3.18985709362346,3.42843906008159
"FBgn0010222","chr3R",1.80904967822661,1.82294974353478,3.11079556987876,2.68849897335983
"FBgn0010223","chr3L",5.36606563750486,4.83526235017399,4.82590166645722,4.24889511663162
"FBgn0010225","chr3R",13.8143863967457,13.2400336712544,14.4215303775016,14.0436942370592
"FBgn0010226","chr2R",1.9580195942665,1.94798449529928,2.76151150710853,2.43788355190927
"FBgn0010228","chr2R",3.33201415040163,3.47987626315969,2.61810577060417,2.40476468188622
"FBgn0010235","chr3L",3.28155244309513,3.60560778258494,3.08305240283884,2.82902333514357
"FBgn0010238","chr2R",10.0886889017958,9.11405136501538,7.69017330304755,7.06107776287859
"FBgn0010241","chr2R",0.0890123651194836,0.0388292939078698,0.0311599987437878,0.0160619094657461
"FBgn0010246","chr3L",4.89192534860114,5.02236427096031,4.0367470139373,4.33179098036653
"FBgn0010247","chr3R",0.0343263463123694,0.0319417026331428,0.0359817922483017,0.0375584413810678
"FBgn0010258","chr3R",1.36351639822582,0.83271723501986,0.731886999873811,0.807013950003539
"FBgn0010263","chr2L",0.315603036169088,0.343109141063824,0.514772812287751,0.5596558069234
"FBgn0010265","chr2L",14.1605592937302,14.5932908305207,16.155990414777,15.3870327593636
"FBgn0010269","chrX",1.92453679859804,2.06514997870333,1.54085326626656,1.51020688277281
"FBgn0010278","chr2R",7.65996143053311,7.13709347303198,5.51015591860777,4.91405460164664
"FBgn0010280","chr3L",7.78840240710182,7.2451549762389,6.29991370264955,6.20326360259455
"FBgn0010282","chr3R",5.00708543757026,4.80881817397056,3.74953791154249,3.73290350780653
"FBgn0010287","chr2L",6.35357317776367,6.55018308178706,4.27685038788311,4.94739759051576
"FBgn0010288","chr2L",5.74033199501966,6.18037840707328,4.68533841260461,4.92441133643558
"FBgn0010292","chrX",2.69471111251432,2.57060217144892,2.65399059067906,2.74976245831346
"FBgn0010300","chr2L",2.9504517662953,2.83865410134241,3.09482976770537,3.17270769718612
"FBgn0010303","chrX",1.78547912721636,1.69934863329048,1.55216142642646,1.54003115619815
"FBgn0010309","chr2L",2.30514254318221,2.20969722207791,2.49265589950883,2.49390278573904
"FBgn0010313","chr3R",5.2904326526301,5.46710289476702,5.38111014569964,5.32565283511507
"FBgn0010314","chr2L",4.27620625719594,3.39444191901811,3.52140390839073,2.821753090034
"FBgn0010315","chrX",4.18441376157523,4.24842740450663,3.49065864460498,3.50496640136606
"FBgn0010316","chr2R",31.8885635042685,29.1665041369613,27.328762737295,27.7011046061977
"FBgn0010317","chr3L",0.809064695007664,0.618926685234141,0.933929223825784,0.758218305881812
"FBgn0010323","chr2L",0.0899468152512898,0.115927272806305,0.0874642106207414,0.110367584202959
"FBgn0010328","chr3R",3.95245561060444,3.70097160978983,3.5071483590565,3.42137661706382
"FBgn0010329","chrX",0.110004348893325,0.0940644313894983,0.0934901545004011,0.0981573858641384
"FBgn0010333","chr3L",7.50175884460695,7.94421641960038,5.07927555280528,5.50488825927797
"FBgn0010339","chr2R",5.89367070060419,6.65555418120422,4.48164249800945,4.84545507738214
"FBgn0010340","chr3R",1.76228555437561,1.99488269152182,1.29502604646745,1.5411500707279
"FBgn0010341","chrX",5.817470064152,6.25565627549613,5.34815537741156,5.34344354489351
"FBgn0010342","chr2R",10.3215642510288,10.0391374430892,6.63707973242681,6.44725045955047
"FBgn0010348","chr3L",25.2671335956283,26.0089712797594,12.6056799903751,13.0535225815784
"FBgn0010350","chr3L",6.73324604981461,6.83734583736169,4.84280370969514,4.84929201121877
"FBgn0010352","chr3L",6.19822607652265,6.15528557662991,5.50430925394913,5.91643866610198
"FBgn0010355","chr3R",2.17473412220273,2.16154168258974,1.66243021721702,1.83278960854023
"FBgn0010356","chr2R",3.37826046154981,3.18235150784302,2.13867221082892,2.07628038175671
"FBgn0010358","chr2R",0.107750551510251,0.122849620179354,0.120493031813123,0.178876859731256
"FBgn0010359","chr2R",0.107750551510251,0.0982796961434834,0.0963944254504981,0.156517252264849
"FBgn0010379","chr3R",3.60615605088217,3.34472870270121,3.31991035151467,3.29093714685794
"FBgn0010380","chrX",3.69809261086655,3.72868688669502,3.12848013480193,3.30728411405407
"FBgn0010382","chr2L",0.973666807840417,0.91804244823611,0.928866600049394,0.829299132734931
"FBgn0010383","chrX",0.120962194954198,0.114743290890432,0.445840269178156,0.305230485227479
"FBgn0010387","chr3L",0.74911887335135,0.683274231235046,0.560503460736693,0.633112285411313
"FBgn0010388","chr2R",0.260468713660737,0.369560371354945,0.310689602348418,0.408382047125491
"FBgn0010389","chr3R",0.269320894454563,0.194471834374547,0.165643793528061,0.135061470331971
"FBgn0010391","chrX",8.64799344374014,8.36455825650143,7.38369304169368,7.98040695896613
"FBgn0010395","chr2L",2.07009645668398,1.96351006381654,2.33435712001955,2.18034507163345
"FBgn0010397","chr2R",0.0966410157115227,0.228379944984099,1.95704388804412,1.89603702256966
"FBgn0010398","chr2L",2.28742888092995,2.06581736171092,1.99594775820989,1.90803525223678
"FBgn0010399","chr3R",0.0195570300675361,0.0246988287871291,0.0834417988358775,0.0986486865101156
"FBgn0010406","chr3L",3.9697335440943,3.9732775382844,2.72375113504269,2.53692034224845
"FBgn0010407","chr2L",0.843186913374717,0.657208738386154,0.411447890552865,0.591723456542406
"FBgn0010408","chr3L",21.2283000746327,20.8148819056016,19.9220322463275,19.6292909795452
"FBgn0010409","chr2R",29.75838609842,30.4367612095611,25.4958919393074,27.6472735025395
"FBgn0010411","chr2R",18.9336876034822,19.3052311300305,17.4542129365346,17.5060802903473
"FBgn0010412","chrX",10.7274023702189,9.4617780158949,17.179300680112,15.7660645033371
"FBgn0010414","chr2R",0.131179103669546,0.144192347833912,0.048145139799014,0.0558386246035599
"FBgn0010415","chr2R",0.422231558270115,0.447588933938924,0.396617987479871,0.377370450351213
"FBgn0010416","chrX",1.90622373217539,2.1638519997443,1.7723429588512,1.81027413268323
"FBgn0010417","chr3L",2.79294220515554,3.10200110685135,2.55807651994609,2.46810493627776
"FBgn0010421","chr3R",6.41608042888835,6.67613892755732,6.94392575502532,6.67239440269114
"FBgn0010422","chr2L",6.1654654528472,5.87227868332187,5.70659718742189,5.02907473721718
"FBgn0010431","chr3L",0.838943226217994,0.983832906902891,0.589697978059567,0.630044961257821
"FBgn0010434","chr2R",8.53422808381257,8.67050504956019,7.13172561934795,7.32522539998928
"FBgn0010435","chr2R",0.482818072201789,0.481730494174074,0.648912753812798,0.696161982829165
"FBgn0010438","chr3R",7.88328952121806,7.13391001757803,6.03704320358692,5.77269589241376
"FBgn0010441","chr3R",5.24891234871599,5.62101402053209,3.94478089086092,4.6831876235064
"FBgn0010452","chr3L",2.58807991786985,2.15691784264137,1.71087441692573,1.22145377487206
"FBgn0010453","chr2L",0.835554703099436,0.758457470226471,0.189114012849101,0.212057522171866
"FBgn0010470","chr2R",15.2762488366477,14.4211253669868,13.5285661943606,13.955800317971
"FBgn0010473","chr2L",0.0498783516106169,0.0552779451575618,0.355532878635497,0.377511043471909
"FBgn0010482","chr2R",0.511102141470201,0.496647412933143,0.378539347401668,0.393739765958699
"FBgn0010488","chr2R",6.02814567195768,6.15572781684907,4.60190910129621,4.93355494464113
"FBgn0010497","chr2L",3.37777989355094,2.94111621649077,3.41846879495956,3.48030434743502
"FBgn0010501","chr2R",6.18463567288687,6.56637268855166,5.19247299269523,4.94732838452887
"FBgn0010504","chr2R",0.239503158134293,0.304199179663918,0.140170920122784,0.161640946210777
"FBgn0010516","chr2R",3.38193001712712,3.76052648149018,2.80453571954223,3.31971941908286
"FBgn0010520","chr2L",5.12138239442605,5.036172813732,4.51003795771316,5.02593071475321
"FBgn0010531","chr2R",5.68849625753431,5.79138853747352,3.56586280967398,3.74081576201537
"FBgn0010548","chr2R",11.0287294777306,10.047748934845,6.46130437045745,6.56147823615731
"FBgn0010549","chr2R",0.0468565362534073,0.0388527532154408,0.0457289426443235,0.0282860397815844
"FBgn0010551","chr2R",10.3442174939758,10.8063258025924,7.94401942821054,8.78771941764894
"FBgn0010583","chr2L",6.84763126555789,7.15049660530405,7.19831535886556,6.6863343673802
"FBgn0010590","chr2R",13.8700032096158,15.1203362557328,10.9986333923007,11.7154324562582
"FBgn0010591","chr2R",4.22590800321034,3.86577051031941,3.86367741413483,3.33284667083578
"FBgn0010602","chr2L",20.3074434796985,18.2214823209265,16.8189173566097,14.9569182015393
"FBgn0010607","chr2L",1.85346032536433,1.71679910571088,1.68386625012884,1.61968956874527
"FBgn0010611","chr2R",7.85073195336028,7.12210181174419,5.99404187015206,6.20402289441987
"FBgn0010612","chr2L",14.7602897736731,15.5707481076721,12.3599196537445,12.9324451198206
"FBgn0010620","chr2R",0.298725620271083,0.274347892566917,0.256183813961381,0.171005128004568
"FBgn0010621","chr2R",9.67576330020368,10.2241664291994,7.94485056646417,8.26465137288165
"FBgn0010622","chr2R",6.11231767700768,6.64263501248734,3.92242312120863,5.15063946723611
"FBgn0010638","chr2R",27.2047645195487,26.8449640020099,24.551819054152,23.8137682236343
"FBgn0010651","chr2R",16.4476940051636,16.8330980361999,14.5121079418021,15.2732444953025
"FBgn0010660","chr2R",9.00233119810339,9.48826131580519,6.08214368359601,6.27892828893218
"FBgn0010741","chr3L",11.4530184751261,13.0942002641461,9.07193795543363,8.31826360394426
"FBgn0010747","chr3L",5.87640912735053,6.23111534188797,5.14562076762232,5.40340846597554
"FBgn0010750","chr3R",0.65167302000585,0.676204043746066,0.572339926176463,0.604830843205854
"FBgn0010762","chr3L",2.61057886977269,2.39411816174096,2.43969025183969,2.41185632537643
"FBgn0010768","chr3R",6.78941472932704,6.50181566547222,8.06172401330087,8.19614333352587
"FBgn0010770","chr3R",5.67003707622,5.66707911709067,4.89468332040184,4.53047783915694
"FBgn0010772","chr3R",2.95589044229741,3.17464503579573,2.25862823790668,2.46647524096898
"FBgn0010774","chr3R",10.575924928213,10.7430632248958,8.94308696393344,8.8805462967193
"FBgn0010786","chr3L",20.2373141024109,19.3764088423832,16.084227726879,17.1776819815531
"FBgn0010803","chr3R",14.1297454370102,15.1646042389281,11.9862128501104,12.8463151907037
"FBgn0010808","chr3R",5.77108304139664,6.73280227852855,4.6225542298598,5.12449842805154
"FBgn0010825","chr3L",1.32017991740374,1.17530475196955,1.14161731362764,1.05844092707039
"FBgn0010830","chr3L",7.6970094250758,7.74106940823625,5.15735260854512,5.0059437191275
"FBgn0010877","chr3R",3.39522385968236,3.50176259996149,3.13669125874385,3.18493660863776
"FBgn0010894","chr3L",10.2715820912017,10.0693044603059,8.05300003248698,8.05841093676054
"FBgn0010905","chr3L",1.38094567303777,1.23768155721022,1.17061288462056,1.18866795166191
"FBgn0010909","chr3L",2.46165795518743,2.58396246507053,2.80936463016464,2.90970645255318
"FBgn0010926","chr3R",2.24320595114773,2.32422607366143,2.46007603927225,2.40913413990761
"FBgn0011016","chr3L",21.2820354489701,22.1034166324192,18.0400120789657,18.976153628831
"FBgn0011020","chr3R",4.04980750096866,3.28961302708598,2.95307634658518,3.17761225196421
"FBgn0011202","chr2L",3.44845260867323,3.09920990029823,2.98073422234891,2.9920016025522
"FBgn0011204","chr3L",2.60052062627137,2.37194495417962,2.22094952479752,2.07356106293488
"FBgn0011205","chr3L",1.7005409728864,1.70245870354857,1.27644689313308,1.25926357448001
"FBgn0011206","chr3L",0.430802239346951,0.434554141565034,0.434170048844097,0.428416669717249
"FBgn0011207","chr2L",1.83831610284254,1.89833021778893,1.45862091150841,1.54158040863897
"FBgn0011211","chr2R",8.40296925122449,8.25146727331385,8.12482049685635,7.52090543526584
"FBgn0011217","chr3R",6.34565745854746,6.6227133490256,5.1777093851223,5.62676194943238
"FBgn0011224","chr3R",0.215296672797072,0.204275024594434,0.153969093652522,0.168832661844437
"FBgn0011225","chr3R",1.97123888501706,2.02366634722478,1.30381354950857,1.4701487461685
"FBgn0011227","chr2R",10.2909259369478,12.59884900202,7.72938457054553,8.22223747287419
"FBgn0011230","chr2L",5.39460684030446,5.36159281583667,3.9077181362996,4.17878990833267
"FBgn0011232","chr2L",3.49367338569624,3.94915335421882,3.05116765477026,3.0469907464264
"FBgn0011236","chr2R",15.9895115031257,16.2615437322555,13.7223696853111,12.5933619611736
"FBgn0011259","chr2L",0.0666054010966673,0.0521816278954506,0.182359182449123,0.155134645160824
"FBgn0011260","chr2R",0.0844697823545067,0.0860039623353508,0.0328044007888087,0.0320677390697116
"FBgn0011270","chr3R",0.0804153101215807,0.128357453704001,0.0719401201009714,0.0166871978231764
"FBgn0011272","chr2L",28.8931243317168,30.5468163000413,25.2332671709116,25.1235033893378
"FBgn0011274","chr2L",10.2861531891062,9.55872085507493,9.33130156927229,8.99041155987943
"FBgn0011276","chrX",0.171594874353924,0.182597742539549,0.0511700066859928,0.0593468584000106
"FBgn0011278","chr3R",0.285587840280573,0.31258293276442,0.420574125517715,0.324579455078381
"FBgn0011283","chr2L",3.22711963179549,3.01272641710226,1.32462566088357,1.10298307562947
"FBgn0011284","chr3L",21.3528285215007,21.0241310155352,18.2841708636288,19.1181952668307
"FBgn0011286","chr2R",0.00392899236342054,0.00501710885281566,0.0070298101710465,0.0123928001430116
"FBgn0011288","chr3L",0.000484225064836093,0.000353330848483849,0.000433191257579452,0.000482317674222595
"FBgn0011289","chr3R",2.66756113308376,3.18345126949761,2.27711789237564,2.27844024010052
"FBgn0011290","chr3R",13.770751849225,14.4657500377481,13.0220996079397,11.3610640173502
"FBgn0011291","chr2L",4.21287940925732,5.19460383217097,3.35010888642041,4.05813534460712
"FBgn0011297","chr2R",0.966221448492771,0.936089834994028,0.609102932791501,0.743835772299071
"FBgn0011300","chr2R",2.04441910788298,1.8552184087156,1.41319647995614,1.39079024978673
"FBgn0011305","chr2L",10.5555723619056,10.3848925485349,9.66476046691345,9.25527583643599
"FBgn0011327","chr3L",6.95821878409357,7.23784561150168,5.24478663638305,5.51761289110403
"FBgn0011335","chr3L",3.12278082498748,2.99071553338574,2.53425088384353,2.07365334013941
"FBgn0011336","chr3R",8.21783986132377,8.97016426647035,6.37861686421423,7.75504572313345
"FBgn0011361","chr3L",13.448671763722,14.4055568111646,9.28425315721639,9.70048040497714
"FBgn0011455","chr3L",8.15217597470587,7.8740960872274,5.41151039458061,5.30364545814624
"FBgn0011474","chr3R",2.84633382921812,2.58723064544689,2.84386269205254,2.52903920114932
"FBgn0011476","chr3R",3.14041099745544,3.50091018041829,2.75267821993338,2.34339752138103
"FBgn0011481","chr3R",3.40038647226965,3.294650003871,2.96513650910468,2.76390379492335
"FBgn0011509","chr3L",13.0823609458452,13.6615902147195,9.71732863646005,10.2494442980828
"FBgn0011566","chrX",0.99237472873171,0.950406282890278,0.781251358910731,0.897856350635352
"FBgn0011570","chr2L",8.06112736443041,8.55871834923899,8.4040029233294,8.33319776498386
"FBgn0011573","chr3L",6.1223975901338,6.71564665724681,4.73396043578272,4.222322888159
"FBgn0011576","chrX",0.600455980242883,0.606097240718817,0.472711604748705,0.42530897728901
"FBgn0011582","chr3R",0.0410007295218425,0.0317672799469269,0.0378627615170009,0.0391558880280509
"FBgn0011584","chr2L",2.7664861677641,2.63348862750061,2.13017942322734,2.39657932569075
"FBgn0011586","chrX",3.1176602955929,2.79639367363393,3.28018226319705,2.88012786003245
"FBgn0011589","chr2R",0.00371773715570808,0.00376773609542413,0.00258682250040835,0.0030859106445316
"FBgn0011591","chr3L",4.90819020822511,4.93118926691564,3.41532986753267,3.37181006328027
"FBgn0011592","chr2R",1.0514466035068,1.03484553154879,0.678697726379131,0.608610808814496
"FBgn0011596","chr3R",3.08195881862617,3.29343897231286,1.91694834670727,1.96026397993461
"FBgn0011603","chr2L",4.41309987823838,4.41516796322535,4.28725479206037,4.1904065506845
"FBgn0011604","chr2R",4.3507995309399,4.51089399884446,3.67054600651646,3.20910375362823
"FBgn0011606","chrX",2.28434361647579,1.74239117405259,1.84839363751053,1.5449876542818
"FBgn0011638","chr2L",15.5064956747847,15.1134474236683,12.957042162423,14.1784080152997
"FBgn0011640","chr3L",11.2156552364165,11.039452990934,9.69222647386997,9.33022074862504
"FBgn0011642","chr4",2.03199252469608,1.98874808386523,1.60081841110487,1.45687366432671
"FBgn0011648","chr2L",4.43966848832568,4.25864035729387,3.00321277262319,3.00882937477961
"FBgn0011653","chr3L",0.0112758963657891,0.020569577659558,0.0235374970389001,0.0124794221733862
"FBgn0011656","chr2R",1.27790177801337,1.32683222861248,0.962281970229406,1.05912830125432
"FBgn0011659","chr2R",3.49377490533399,2.79419064173053,2.08981482877237,1.9390100218118
"FBgn0011660","chr2R",3.57939139823238,3.47243043067375,2.95887668086796,2.92908262382483
"FBgn0011661","chrX",1.75751916057269,1.57085363975451,1.99731571831992,1.82032284273079
"FBgn0011666","chr3R",1.27773441764191,1.21323226458632,1.10695351195202,1.06607158957108
"FBgn0011668","chr3R",0.470826676853823,0.306744884954005,0.0601721374918619,0.111660015063724
"FBgn0011672","chr3R",1.82819515173932,1.78570669948885,1.8943009324453,2.06686636357521
"FBgn0011674","chr2R",0.194813522529404,0.227497262908594,0.236336400242315,0.260933257469108
"FBgn0011676","chr2L",0.0944166760593484,0.116019836258802,0.0809464335390116,0.0740167118537762
"FBgn0011692","chr3L",4.83310033075962,3.53912938083657,3.79997624387017,2.83301786147389
"FBgn0011693","chr3L",0.307225785379911,0.373629107989089,0.0366461889988031,0.102005201731146
"FBgn0011695","chr2R",0.469527431088783,0.649770442779242,0.405558418518701,0.537560845180482
"FBgn0011701","chr3R",1.23981070801524,1.20078478600411,1.30924689540944,1.05032452879296
"FBgn0011703","chr2L",10.2425727589586,9.98964089372596,6.24238997574127,5.64930008335086
"FBgn0011704","chr2R",13.3489057082473,11.71579885327,8.25621684390116,6.03500526256336
"FBgn0011705","chr2L",19.6211571177698,21.0080147153579,18.2837123057287,17.5115629952394
"FBgn0011706","chr3L",37.2652588634417,36.4192067008191,37.6268410164111,34.3890514393256
"FBgn0011708","chr2L",7.49401453084791,9.15499837550692,7.46259343358614,8.16253242898403
"FBgn0011710","chrX",5.47696338380977,5.79017487598893,5.1518811052556,5.02470067786756
"FBgn0011715","chr3R",3.23073347409136,3.52306904189624,2.54895494464979,2.43428606144394
"FBgn0011722","chr2L",14.3818494852369,15.8116934385914,15.3453381260761,19.2657813716885
"FBgn0011725","chr3R",0.505004427008336,0.505806067793653,0.421454559694914,0.369397267447571
"FBgn0011726","chr2R",16.2795530052977,15.7360125981405,10.3778517131372,9.64434895415193
"FBgn0011737","chr2L",4.64736118041878,4.06279977150497,3.95288301649294,3.73291739336067
"FBgn0011739","chr3R",2.34673206711754,2.29017889909075,2.00992076632814,1.99154842213986
"FBgn0011740","chr3R",2.0193689422749,2.19591872602951,2.27368000446348,2.33974611717497
"FBgn0011741","chrX",2.94668939510892,2.89443197238026,2.20160284338723,2.17712142298095
"FBgn0011742","chrX",2.84400824952884,2.99661336289833,2.8498575579978,2.69517935620174
"FBgn0011745","chr3R",6.2952361437846,7.24327085991672,6.57952950573931,6.80969077002124
"FBgn0011746","chr2R",0.745508264002821,0.73338944824995,0.462511938013336,0.365121443844259
"FBgn0011747","chr4",2.04282101011733,1.84846647586171,1.48313017551515,1.43364657716538
"FBgn0011754","chrX",1.58435621755474,1.57822678844003,1.24046775741568,1.21543802072821
"FBgn0011758","chrX",0.101448073130966,0.113093665859594,0.127730923586173,0.130988748705789
"FBgn0011760","chrX",4.08476330241578,3.9756929989933,3.68850045454891,3.63964267732793
"FBgn0011761","chrX",0.388336827809352,0.354203527531794,0.347408944764335,0.284417019501938
"FBgn0011762","chr3L",0.788581236761945,0.738707681868696,0.514802795871695,0.614757999805606
"FBgn0011763","chr2R",3.33933322134969,3.19397513281905,2.76773058004689,2.57427722716335
"FBgn0011766","chr3R",1.45849509827211,1.5062023000811,1.25960558697067,1.24228407125842
"FBgn0011768","chr3R",11.7753637879524,11.1985382785839,10.1245842517154,10.4241247961185
"FBgn0011769","chr3L",6.93684207311491,8.09947663627354,4.84123210907678,5.16826355437806
"FBgn0011770","chrX",17.7187660057741,18.4986587665207,17.5168046807465,16.4890981440936
"FBgn0011771","chr3L",6.16160069269511,6.34969099316297,4.20775720951943,4.34209489455298
"FBgn0011774","chr3R",8.57859640554006,9.41108176410661,5.58069544293516,6.47058821935507
"FBgn0011785","chr3R",2.33807158876419,2.41359975679206,1.7937164678674,1.84857165597648
"FBgn0011787","chr3L",9.92069382661331,9.87587012198953,6.71165940155128,6.27295544904021
"FBgn0011802","chr3L",1.97867671658611,1.95309504360266,1.51310473501924,1.50291047140994
"FBgn0011817","chr3L",0.934078312795446,0.957844916371628,0.840046337109592,0.818446604602047
"FBgn0011818","chr2L",9.54048276723202,9.51170535196232,10.3551641997453,9.65090531827125
"FBgn0011824","chr2R",9.09236270388788,9.17857211210256,7.62752199885704,7.42626140274591
"FBgn0011826","chrX",3.12997457028058,3.33067227614634,3.04248370984088,2.67188388615648
"FBgn0011828","chr3L",0.0403720891774009,0.0305704853710671,0.0306655166077579,0.0417305351833805
"FBgn0011829","chr2L",0.100174134482785,0.0621310674059816,0.0322619428033101,0.031042524413401
"FBgn0011836","chr3L",2.31086720890815,2.44275772147361,2.11751836656754,2.08327477543048
"FBgn0011837","chrX",0.484906578402178,0.48264906123573,0.395896007658705,0.381395297078321
"FBgn0011840","chr3R",2147.4741036072,2271.5072220614,2397.98002332568,2318.89936283588
"FBgn0011844","chr3L",5685.09286441534,5640.88808610702,5869.05130179355,5855.20585244378
"FBgn0011845","chr3R",5325.36233655146,5295.97895304415,5368.75133585981,5477.12189608548
"FBgn0011848","chr2R",2526.70793974015,2613.97449302602,2509.73748004085,2735.24889182127
"FBgn0011849","chr2R",2450.89442405553,2499.19142114633,2402.92261354895,2606.58824629503
"FBgn0011850","chr2R",2493.8656475205,2564.98171844322,2481.45488042988,2666.71480539244
"FBgn0011851","chr3L",2640.88861923278,2444.0395549017,2695.90837845088,2653.97612761756
"FBgn0011852","chr3L",2591.16477493761,2402.32570682835,2656.09306831894,2609.13598185
"FBgn0011853","chr3L",2585.94684065972,2395.3267390308,2645.65871118091,2606.07869918403
"FBgn0011855","chr3L",2122.47150185898,2058.81636732498,2049.25282423904,2075.13060952722
"FBgn0011858","chr3R",2462.2553675609,2528.52876116436,2689.8750622987,2635.45550554154
"FBgn0011859","chr2L",3785.67709088931,3946.16602243052,4365.38198439102,4046.75036307803
"FBgn0011860","chr2L",3417.0716899343,3566.79797134272,3815.60119855538,3564.80978663227
"FBgn0011861","chr2L",3653.05386385651,3696.85079125156,4055.95622296073,3824.25661706205
"FBgn0011862","chr2L",3155.87242354811,3222.07281114767,3530.96291936388,3374.61768783116
"FBgn0011863","chr2L",3739.91273789912,3890.79418862654,4175.15894653604,3916.25170832998
"FBgn0011864","chr2L",3902.73421146287,4082.46592102494,4384.3207348656,4098.43299862181
"FBgn0011865","chr2L",3892.77190332895,4007.50097679801,4309.95828814923,4095.07362731146
"FBgn0011866","chr2L",2731.54036146898,2833.05018390943,3061.95033408159,2914.12540513607
"FBgn0011867","chr2R",3352.31668706383,3468.83241922798,3767.69730029614,3472.81469536434
"FBgn0011868","chr2R",3847.00755033876,3927.14082825171,4241.16606216068,3987.31533220268
"FBgn0011869","chr2R",3322.74108479125,3471.38804232662,3757.11388091329,3519.07065417602
"FBgn0011870","chr2R",3237.12749926539,3389.89206129204,3670.21843755933,3415.44696991074
"FBgn0011871","chr2R",4310.87752282437,4445.64835915465,4752.79083601077,4478.30036986859
"FBgn0011872","chr2R",3290.6749054852,3419.4237059875,3661.02757335843,3441.28828768263
"FBgn0011877","chr2R",5370.48212118968,5273.86221480391,5124.09311980768,5292.41106834978
"FBgn0011878","chr2R",6820.14703851144,6701.6516455025,6587.37441424288,6726.78618580076
"FBgn0011879","chr2R",2540.21318140057,2697.12223046082,2418.29956091026,2488.88286365518
"FBgn0011880","chr2R",2752.1302688622,2906.40862533614,2794.30504332961,2855.32401753212
"FBgn0011881","chr2R",7236.0218664661,7548.65714073392,7643.41110007584,7782.44913812646
"FBgn0011882","chr2R",3168.87545329996,3283.5283504711,3455.29185229843,3471.33855433545
"FBgn0011883","chr2R",2957.81610845935,3047.45412542272,3094.7535928609,3083.54179242989
"FBgn0011884","chr2R",3073.0479431248,3224.44172205646,3330.57232107078,3366.7697150229
"FBgn0011885","chr2R",3140.8138148063,3247.58625392394,3395.7362731469,3395.51375616095
"FBgn0011887","chr2R",5890.04172744132,6363.97477916375,5839.79620179143,5950.50177776466
"FBgn0011888","chr2R",1080.54722337952,1155.90674997218,1013.23862322546,1031.06857909842
"FBgn0011889","chr2R",942.225071815253,1062.87102636563,968.290036519041,999.161729793965
"FBgn0011890","chr2R",1130.18580731068,1234.86288335934,1138.33649707104,1083.07423111435
"FBgn0011891","chr2R",1579.65713132149,1721.85106271232,1474.36779889435,1525.2478907667
